question,answer,contexts,contexts_ids,ground_truth,goldPassages
Did Lincoln start his political career in 1832?,No," Context: .  The centerpiece of his platform was the undertaking of navigational improvements on the Sangamon River. He believed that this would attract steamboat traffic, which would allow the sparsely populated, poorer areas along the river to flourish. ,  Context: . He was a prominent supporter of Abraham Lincoln and the Union effort during the American Civil War. His mother Mittie Bulloch was a Southern belle from a slave-owning family in Savannah, Georgia and had quiet Confederate sympathies ","289, 2885",Yes,
Did Lincoln ever represent Alton & Sangamon Railroad?,"Yes, he represented Alton & Sangamon Railroad in a tax case before the Illinois Supreme Court."," Context: . He won this case, and the decision by the Illinois Supreme Court was eventually cited by several other courts throughout the United States. Donald, (1995) ch. 6. ,  Context: . He was a prominent supporter of Abraham Lincoln and the Union effort during the American Civil War. His mother Mittie Bulloch was a Southern belle from a slave-owning family in Savannah, Georgia and had quiet Confederate sympathies ","304, 2885",Yes,
Which county was Lincoln born in?,I don't know the answer.," Context: . This area was at the time considered the ""frontier."" The name ""Abraham"" was chosen to commemorate his grandfather, who was killed in an American Indian raid in 1786 ,  Context: On November 4 1842 Lincoln married Mary Todd, daughter of a prominent slave-owning family from Kentucky. The couple had four sons. Robert Todd Lincoln was born in Springfield, Illinois on 1 August, 1843 ","282, 296",Hardin County,
When did Lincoln first serve as President?,Lincoln was elected president in 1860.," Context: ... .'""  Lincoln won the Republican Party nomination in 1860 and was elected president later that year. During his term, he helped preserve the United States by leading the defeat of the secessionist Confederate States of America in the American Civil War ,  Context: Lincoln's death made the President a martyr to many. Repeated polls of historians have ranked Lincoln as among the greatest presidents in U.S. history, often appearing in the first position ","278, 383","March 4, 1861",
Who assassinated Lincoln?,John Wilkes Booth," Context: The assassination of Abraham Lincoln. From left to right: Henry Rathbone, Clara Harris, Mary Todd Lincoln, Abraham Lincoln and John Wilkes Booth ,  Context: Lincoln's second inauguration on March 4, 1865. In the photo, Lincoln's assassin, John Wilkes Booth, can be seen in the crowd at the top and accomplices David Herold, Lewis Powell, George Atzerodt, John Surratt and Edmund Spangler in the bottom crowd ","364, 357",John Wilkes Booth,
Did Lincoln win the election of 1860?,"Yes, Lincoln won the election of 1860 with 180 electoral votes."," Context: . Lincoln gained 1,865,908 votes (39.9% of the total), for 180 electoral votes; Douglas, 1,380,202 (29.5%) for 12 electoral votes; Breckenridge, 848,019 (18.1%) for 72 electoral votes; and Bell, 590,901 (12.5%) for 39 electoral votes ,  Context: . His ""Western"" origins also appealed to the newer states: other contenders, especially those with more governmental experience, had acquired enemies within the party and were weak in the critical western states, while Lincoln was perceived as a moderate who could win the West ","319, 317",Yes,
Who was the general in charge at the Battle of Antietam?,I don't know the answer.," Context: . After Burnside was stunningly defeated at Fredericksburg, Joseph Hooker was given the command, despite his idle talk about the necessity for a military dictator to win the war and a past history of criticizing his commanders ,  Context: Lincoln, in top hat, with Allan Pinkerton and Gen. John Alexander McClernand at Antietam. ","347, 336",General McClellan,
Why did Lincoln issue the Emancipation Proclamation?,Lincoln issued the Emancipation Proclamation because he had the support of Congress in liberating slaves owned by rebels.," Context: . While it did not abolish the legal institution of slavery (the Thirteenth Amendment did that), the Act showed that Lincoln had the support of Congress in liberating slaves owned by rebels ,  Context: . He introduced measures that resulted in the abolition of slavery, issuing his Emancipation Proclamation in 1863 and promoting the passage of the Thirteenth Amendment to the Constitution in 1865. ","330, 278",To free slaves ,
Do scholars rank lincoln among the top three presidents?,"Yes, Lincoln is often ranked as the greatest president in U.S. history, appearing in the first position in repeated polls of historians."," Context: .  As Diggins explains, ""Lincoln presented Americans a theory of history that offers a profound contribution to the theory and destiny of republicanism itself ,  Context: Lincoln's death made the President a martyr to many. Repeated polls of historians have ranked Lincoln as among the greatest presidents in U.S. history, often appearing in the first position ","281, 383",Yes,
Did lincoln have 18 months of schooling?,"Yes, Lincoln had about 18 months of schooling."," Context: Lincoln's formal education consisted of about 18 months of schooling. Largely self-educated, he read every book he could get his hands on, once walking ,  Context: * American School, Lincoln's economic views. ","287, 390",Yes,
Was Lincoln chosen as a presidential candidate in 1860?,"Yes, Lincoln was eventually chosen as the Republican candidate for the 1860 election."," Context: Entering the presidential nomination process as a distinct underdog, Lincoln was eventually chosen as the Republican candidate for the 1860 election for several reasons ,  Context: On November 6, 1860, Lincoln was elected as the 16th President of the United States, beating Democrat Stephen A. Douglas, John C. Breckinridge of the Southern Democrats, and John Bell of the new Constitutional Union Party ","317, 319",Yes,
How old was Lincoln in 1816?,Lincoln was 7 years old in 1816.," Context: . survey, and farmers often had difficulties proving title to their property. Lincoln was only nine when his mother, then thirty-four years old, died of milk sickness. Soon afterwards, his father remarried  to Sarah Bush Johnston ,  Context: Young Abraham Lincoln ","285, 288",seven,
When was the first photgraph of lincoln taken?,The first photograph of Abraham Lincoln was taken in 1846 by Shepherd.," Context: The first photograph ever taken of Abraham Lincoln, a daguerreotype taken by Shepherd in 1846. ,  Context: The first photograph ever taken of Mary Lincoln, a daguerreotype by Shepherd in 1846. ","299, 295",1846,
How long was Lincoln's legal Career?,23 years," Context: Lincoln was involved in more than 5,100 cases in Illinois alone during his 23-year legal career. Though many of these cases involved little more than filing a writ, others were more substantial and quite involved ,  Context: Abraham Lincoln's birthday, February 12, was formerly a national holiday, now commemorated as Presidents' Day. However, it is still observed in Illinois and many other states as a separate legal holiday, Lincoln's Birthday ","306, 387",23 years,
What trail did Lincoln use a Farmers' Almanac in? ,Lincoln used a Farmer's Almanac on a murder trial.," Context: . After the witness testified to having seen the crime by moonlight, Lincoln produced a Farmers' Almanac to show that the moon on that date was at such a low angle that it could not have provided enough illumination to see anything clearly ,  Context: .""  Abe Lincoln resource page ","305, 301","he defended William ""Duff"" Armstrong",
Did Abraham Lincoln live in the Frontier?,No," Context: . It is sometimes debated whether Lincoln had Marfan syndrome, an autosomal dominant disorder of the connective tissue characterized by long limbs and great physical stature.  Marfan syndrome: Introduction Aug 1, 2006 ,  Context: Young Abraham Lincoln ","282, 288",Yes,
Did Lincoln's Wife's Family support slavery?,"Yes, they were a prominent slave-owning family from Kentucky."," Context: . This new law was implemented with Lincoln's ""Emancipation Proclamation."" ,  Context: On November 4 1842 Lincoln married Mary Todd, daughter of a prominent slave-owning family from Kentucky. The couple had four sons. Robert Todd Lincoln was born in Springfield, Illinois on 1 August, 1843 ","330, 296",Yes,
Who is most noted for his contributions to the theory of molarity and molecular weight?,Avogadro," Context: . As a tribute to him, the number of elementary entities (atoms, molecules, ions or other particles) in one mole of a substance, 6.02214199x10 23 , is known as Avogadro's number. ,  Context: In 1821 he published another memoria, Nouvelles considérations sur la théorie des proportions déterminées dans les combinaisons, et sur la détermination des masses des molécules des corps and little after Mémoire sur la manière de ramener les composès organiques aux lois ordinaires des proportions déterminées ","725, 743",Amedeo Avogadro,
Who graduated in ecclesiastical law at the early age of 20 and began to practice?,He graduated in ecclesiastical law at the early age of 20 and began to practice.," Context: He graduated in ecclesiastical law at  the early age of 20 and began to practice. ,  Context: . Avoiding the costly alternative of attending a law school, Coolidge followed the more common practice at the time of apprenticing with a local firm, Hammond & Field. John C. Hammond and Henry P ","727, 406",Amedeo Avogadro,
When did he publish another memoria?,I don't know the answer.," Context: . He did well in science, philosophy and rhetoric courses but fared poorly in Latin and Greek.  He studied biology with great interest and indeed was already an accomplished naturalist and published ornithologist ,  Context: . The work was unpublished until over a century after his death. Here, Pascal looked into the issue of discovering truths, arguing that the ideal of such a method would be to found all propositions on already established truths ","2889, 226",1821,
When did he become a professor?,I don't know the answer.," Context: . degree in 1941 (later amended to Juris Doctor), graduating in the top 25 percent of his class. His introduction to politics came in the summer of 1940 when he worked in Wendell Willkie's presidential campaign. ,  Context: . However after his father died he left the university, having completed only one term. ","2008, 1390",1820,
Is it true that he became a professor in 1820?,No," Context: He was elected a member of the Royal Society in 1824, appointed director of the laboratory in 1825; and in 1833 he was appointed Fullerian professor of chemistry in the institution for life, without the obligation to deliver lectures. ,  Context: . He did well in science, philosophy and rhetoric courses but fared poorly in Latin and Greek.  He studied biology with great interest and indeed was already an accomplished naturalist and published ornithologist ","86, 2889",yes,
Was Lorenzo Romano Amedeo Carlo Avogadro an Italian savant?,"Yes, he was born in Turin, Italy, to a noble ancient family of Piedmont."," Context: . As a tribute to him, the number of elementary entities (atoms, molecules, ions or other particles) in one mole of a substance, 6.02214199x10 23 , is known as Avogadro's number. ,  Context: Amedeo Avogadro was born in Turin August 9th 1776 to a noble ancient family of Piedmont,  Italy. ","725, 726",yes,
"Was Amedeo Avogadro born in Turin August 9th 1776 to a noble ancient family of Piedmont, Italy?",Yes.," Context: . As a tribute to him, the number of elementary entities (atoms, molecules, ions or other particles) in one mole of a substance, 6.02214199x10 23 , is known as Avogadro's number. ,  Context: Amedeo Avogadro was born in Turin August 9th 1776 to a noble ancient family of Piedmont,  Italy. ","725, 726",yes,
Is he most noted for his contributions to the theory of molarity and molecular weight?,Yes," Context: Lorenzo Romano Amedeo Carlo Avogadro, Count of Quaregna and Cerreto (August 9, 1776 July 9, 1856) was an Italian savant.  He is most noted for his contributions to the theory of molarity and molecular weight ,  Context: . Some historians    of science refer to him as the best experimentalist in the history of science.  ""best experimentalist in the history of science."" Quoting Dr Peter Ford, from the University of Bathâs Department of Physics. Accessed January 2007 ","725, 77",yes,
Was King Victor Emmanuel III there to pay homage to Avogadro ?,No," Context: . Thus Avogadro's great contribution to chemistry was recognised and he is recognised as a great Italian chemist. (Note: In 1911, Victor Emmanuel III was the King of a unified Italy with Rome instead or Turin as its capital ,  Context: Very little is known about Avogadro's private life and political activity although he seems to have led a sober and religious life. He married Felicita Mazzé and had six children. ","748, 733",yes,
Is Avogadro 's number commonly used to compute the results of chemical reactions ?,"No, the context does not mention anything about Avogadro's number being used to compute the results of chemical reactions. It only mentions that it is related to molarity and molecular weights."," Context: Loschmidt first calculated the value of Avogadro's number, now called Avogadro's constant, which is still sometimes referred to as the Loschmidt number in German-language countries (Loschmidt constant now has another meaning) ,  Context: In honour of Avogadro's contributions to the theory of molarity and molecular weights, the number of molecules in one mole was renamed Avogadro's number, N A . It is approximately 6.0221415   10 23 . ","737, 736",yes,
Did the scientific community not reserve great attention to his theory ?,Yes," Context: . André-Marie Ampère too was able three years later to achieve the same result by another method (in his Sur la détermination des proportions dans lesquelles les corps se combinent d'après le nombre et la disposition respective des molécules dont leurs particules intégrantes sont composées), but the same indifferent regard was given to his theories as well ,  Context: The theory was never published. At the time of his announcement, it was considered by the scientific establishment to exceed the bounds of reason. Some believe that Tesla never fully developed the Unified Field Theory. ","745, 1443",yes,
Can the title of this famous 1811 paper be roughly translated into english?,"Yes, it can be roughly translated into English as ""Essay on Determining the Relative Masses of the Elementary Molecules of Bodies""."," Context: . The title of this famous 1811 paper can be roughly translated into English as ""Essay on Determining the Relative Masses of the Elementary Molecules of Bodies"" ,  Context: . The unification of Italy did not happen during the life time of Avogadro. In fact, Avogadro's famous 1811 paper was written in French.) ","729, 748",yes,
What happened in 1833?,He began serving from 1833 to 1843.," Context: . He was re-elected in 1836 to the 25th Congress, to the 26th and to the 27th Congresses and serving from in total from 1833 to 1843, declining to be a candidate for re-nomination in 1842. ,  Context: . She died in 1832. ","153, 1952",Avogadro had been recalled to Turin university,
Who determined the dependence of the boiling of water with atmospheric pressure?,He did.," Context: . He determined the dependence of the boiling of water with atmospheric pressure (in excellent agreement with modern data) ,  Context: . His critical insight, to cause the steam to condense in a separate chamber apart from the piston, and to maintain the temperature of the cylinder at the same temperature as the injected steam, came finally in 1765 and he soon had a working model. ","145, 1954",Anders Celsius,
What is named after him?,The Celsius crater on the Moon is named after him.," Context: The Celsius crater on the Moon is named after him. ,  Context: . The Lincoln automobile is also named after him. The ballistic missile submarine Abraham Lincoln (SSBN-602) and the aircraft carrier Abraham Lincoln (CVN-72) were named in his honor. Also, the Liberty ship, SS Nancy Hanks was named to honor his mother ","147, 384",The Celsius crater on the Moon,
When did he publish a collection?,I don't know the answer.," Context: . The work was unpublished until over a century after his death. Here, Pascal looked into the issue of discovering truths, arguing that the ideal of such a method would be to found all propositions on already established truths ,  Context: . In Paris he advocated the measurement of an arc of the meridian in Lapland, and in 1736 took part in the expedition organized for that purpose by the French Academy of Sciences, led by the French mathematician Pierre Louis Maupertuis. ","226, 143",1733,
Is it true that he published a collection in 1738?,No," Context: . John (1733) â were published after his death. He also devoted a great deal of time to alchemy (see above). ,  Context: . In Paris he advocated the measurement of an arc of the meridian in Lapland, and in 1736 took part in the expedition organized for that purpose by the French Academy of Sciences, led by the French mathematician Pierre Louis Maupertuis. ","563, 143",No,
Is it true that thermometer had 100 for the freezing point?,"No, according to the information provided, Anders Celsius' thermometer actually had 0 for the freezing point of water."," Context: Anders Celsius was the first to perform and publish careful experiments aiming at the definition of an international temperature scale on scientific grounds ,  Context: Celsius founded the Uppsala Astronomical Observatory in 1741, and in 1742 he proposed the Celsius temperature scale in a paper to the Royal Swedish Academy of Sciences. His thermometer had 100 for the freezing point of water and 0 for the boiling point ","145, 144",Yes,
Was Celsius born in Uppsala in Sweden?,Yes.," Context: Celsius founded the Uppsala Astronomical Observatory in 1741, and in 1742 he proposed the Celsius temperature scale in a paper to the Royal Swedish Academy of Sciences. His thermometer had 100 for the freezing point of water and 0 for the boiling point ,  Context: Celsius was born in Uppsala in Sweden. He was professor of astronomy at Uppsala University from 1730 to 1744, but traveled from 1732 to 1735 visiting notable observatories in Germany, Italy and France. ","144, 142",Yes,
"Was Anders Celsius (November 27, 1701 April 25, 1744) a Swedish astronomer?","Yes, Anders Celsius was a Swedish astronomer."," Context: . The scale was reversed by Carolus Linnaeus in 1745, to how it is today  Linnaeus' thermometer . ,  Context: Anders Celsius (November 27, 1701   April 25, 1744) was a Swedish astronomer. ","144, 141",Yes,
Is The Celsius crater on the Moon named after him?,Yes.," Context: The Celsius crater on the Moon is named after him. ,  Context: The Tesla crater on the far side of the Moon and the minor planet 2244 Tesla are also named after him. ","147, 1475",Yes,
Who was the first to perform and publish careful experiments aiming at the definition of an international temperature scale on scientific grounds ?,Anders Celsius," Context: . In his Swedish paper ""Observations of two persistent degrees on a thermometer"" he reports on experiments to check that the freezing point is independent of latitude (and of atmospheric pressure) ,  Context: . The scale was reversed by Carolus Linnaeus in 1745, to how it is today  Linnaeus' thermometer . ","145, 144",Anders Celsius,
The Celsius crater on the Moon is what?,The Celsius crater on the Moon is named after him.," Context: The Celsius crater on the Moon is named after him. ,  Context: * ""Gazetteer of Planetary Nomenclature"",  Moon Nomenclature: Crater. USGS, Astrogeology Research Program. ","147, 1515",named after him,
Is the Celsius crater on the Moon named after him ?,Yes.," Context: The Celsius crater on the Moon is named after him. ,  Context: The Tesla crater on the far side of the Moon and the minor planet 2244 Tesla are also named after him. ","147, 1475",Yes,
Had his thermometer 100 for the freezing point of water and 0 for the boiling point ?,No," Context: . He further gave a rule for the determination of the boiling point if the barometric pressure deviates from a certain standard pressure  History of the Celsius temperature scale . ,  Context: Celsius founded the Uppsala Astronomical Observatory in 1741, and in 1742 he proposed the Celsius temperature scale in a paper to the Royal Swedish Academy of Sciences. His thermometer had 100 for the freezing point of water and 0 for the boiling point ","145, 144",Yes it had,
Was Celsius born in Uppsala in Sweden ?,Yes.," Context: Celsius founded the Uppsala Astronomical Observatory in 1741, and in 1742 he proposed the Celsius temperature scale in a paper to the Royal Swedish Academy of Sciences. His thermometer had 100 for the freezing point of water and 0 for the boiling point ,  Context: Celsius was born in Uppsala in Sweden. He was professor of astronomy at Uppsala University from 1730 to 1744, but traveled from 1732 to 1735 visiting notable observatories in Germany, Italy and France. ","144, 142",Yes,
Did he not determine the dependence of the boiling of water with atmospheric pressure -LRB- in excellent agreement with modern data -RRB- ?,No," Context: . He determined the dependence of the boiling of water with atmospheric pressure (in excellent agreement with modern data) ,  Context: . In optics, he invented the reflecting telescope and developed a theory of colour based on the observation that a prism decomposes white light into a visible spectrum.  He also formulated an empirical law of cooling and studied the speed of sound. ","145, 536",Yes he did,
What happened from 1730 to 1744?,I don't know the answer.," Context: The Royal Proclamation (1763) carved the Province of Quebec out of New France and annexed Cape Breton Island to Nova Scotia. It also restricted the language and religious rights of French Canadians. In 1769, St ,  Context: - SixiÃ¨me MÃ©moire ""Continuation of research into the distribution of the electric fluid between several conductors. Determination of electric density at different points on the surface of these bodies."" (1788) ","2283, 2678",He was professor of astronomy at Uppsala University,
What happened in 1745?,I don't know the answer.," Context: The Royal Proclamation (1763) carved the Province of Quebec out of New France and annexed Cape Breton Island to Nova Scotia. It also restricted the language and religious rights of French Canadians. In 1769, St ,  Context: - SixiÃ¨me MÃ©moire ""Continuation of research into the distribution of the electric fluid between several conductors. Determination of electric density at different points on the surface of these bodies."" (1788) ","2283, 2678",The scale was reversed,
Are beetles insects?,Yes.," Context: Beetles are a group of insects which have the largest number of species ,  Context: Many agricultural, forestry, and household insect pests are beetles. These include the following: ","2377, 2425",Yes,
Can beetles be found in polar regions?,No," Context: . Certain species are agricultural pests, such as the Colorado potato beetle Leptinotarsa decemlineata, the boll weevil Anthonomus grandis, the red flour beetle Tribolium castaneum, and the mungbean or cowpea beetle Callosobruchus maculatus, while other species of beetles are important controls of agricultural pests ,  Context: * Adephaga contains about 10 families of largely predatory beetles, includes ground beetles (Carabidae), Dytiscidae and whirligig beetles (Gyrinidae) ","2378, 2419",No,
Do beetles antennae function primarily as organs of smell?,No," Context: . Antennae may be clavate (flabellate and lamellate are sub-forms of clavate, or clubbed antennae), filiform, geniculate, moniliform, pectinate, or serrate. For images of these antennal forms see antenna (biology). ,  Context: The general anatomy of beetles is quite uniform, although specific organs and appendages may vary greatly in appearance and function between the many families in the order ","2388, 2383",Yes,
What are the three sections of a beetle?,I don't know the answer.," Context: The general anatomy of beetles is quite uniform, although specific organs and appendages may vary greatly in appearance and function between the many families in the order ,  Context: . These beetles can be identified by the cervical sclerites (hardened parts of the head used as points of attachment for muscles) absent in the other suborders. ","2383, 2418","the head, the thorax, and the abdomen",
Which defense mechanism uses colour or shape to deceive potential enemies?,Colour mimicry.," Context: . This defence can be found to a lesser extent in other beetle families, such as the scarab beetles. Beetles may combine their colour mimicry with behavioural mimicry, acting like the wasps they already closely resemble. ,  Context: . Among those that exhibit this defensive strategy are some of the leaf beetles (family Chysomelidae), having green colouring very similar to their habitat on plant leaves ","2409, 2408",mimicry,
Which type of beetle is a pest of potato plants?,I don't know the answer.," Context: . As well as potatoes, suitable hosts can be a number of plants from the potato family (Solanaceae), such as nightshade, tomato, aubergine and capsicum. ,  Context: Beetles can be found in almost all habitats, but are not known to occur in the sea or in the polar regions. They interact with their ecosystems in several ways ","2426, 2378",Colorado potato beetle,
How can beetle larvae be differentiated from other insect larvae?,"Beetle larvae can be differentiated by their body shape, specifically elateriform larvae (found in click beetles and darkling beetles) have a distinct body shape."," Context: . These are elateriform larvae, and are found in the click beetle (Elateridae) and darkling beetle (Tenebrionidae) families. Some elateriform larvae of click beetles are known as wireworms ,  Context: . Examples of internal feeders are most Buprestidae and longhorn beetles. The larvae of many beetle families are predatory like the adults (ground beetles, ladybirds, rove beetles) ","2397, 2396","their hardened, often darkened head, the presence of chewing mouthparts, and spiracles along the sides of the body",
What do beetles eat?,"Beetles eat a variety of things, including plants (some species are very host specific, feeding on only one species of plant), dung, carrion, and even other insects (such as the larvae of coprophagous and necrophag"," Context: . Many species of leaf beetles, longhorn beetles, and weevils are very host specific, feeding on only a single species of plant ,  Context: . Some of the beetles found within dung and carrion are in fact predatory, such as the clown beetles, preying on the larvae of coprophagous and necrophagous insects. ","2412, 2413","Some are generalists, eating both plants and animals. Other beetles are highly specialised in their diet.",
What are the similarities between beetles and grasshoppers?,I don't know the answer.," Context: . Two pairs of finger-like appendages are found around the mouth in most beetles, serving to move food into the mouth. These are the maxillary and labial palpi. ,  Context: . This defence can be found to a lesser extent in other beetle families, such as the scarab beetles. Beetles may combine their colour mimicry with behavioural mimicry, acting like the wasps they already closely resemble. ","2386, 2409",mouthparts,
Are certain species of beetles considered pests?,"Yes, certain species of beetles, such as the Colorado potato beetle, boll weevil, red flour beetle, and mungbean or cowpea beetle, are considered agricultural pests."," Context: . Certain species are agricultural pests, such as the Colorado potato beetle Leptinotarsa decemlineata, the boll weevil Anthonomus grandis, the red flour beetle Tribolium castaneum, and the mungbean or cowpea beetle Callosobruchus maculatus, while other species of beetles are important controls of agricultural pests ,  Context: Many agricultural, forestry, and household insect pests are beetles. These include the following: ","2378, 2425",Yes,
Is a beetle's general anatomy uniform?,"No, a beetle's body is divided into three sections: head, thorax, and abdomen."," Context: . Like all insects, beetles' bodies are divided into three sections: the head, the thorax, and the abdomen. When viewed from below, the thorax is that part from which all three pairs of legs and both pairs of wings arise ,  Context: Beetles are generally characterised by a particularly hard exoskeleton and hard forewings (elytra). The beetle's exoskeleton is made up of numerous plates called sclerites, separated by thin sutures ","2383, 2384",Yes,
Are beetles endopterygotes?,"Yes, beetles are endopterygotes with complete metamorphosis."," Context: Beetles are endopterygotes with complete metamorphosis. ,  Context: . Examples of internal feeders are most Buprestidae and longhorn beetles. The larvae of many beetle families are predatory like the adults (ground beetles, ladybirds, rove beetles) ","2394, 2396",yes,
How many species of beetles are there?,I don't know the answer.," Context: Besides being abundant and varied, the Coleoptera are able to exploit the wide diversity of food sources available in their many habitats. Some are generalists, eating both plants and animals. Other beetles are highly specialised in their diet ,  Context: Beetles are a group of insects which have the largest number of species ","2412, 2377","350,000",
When are sperm cells transferred to the female?,During pairing.," Context: Pairing is generally short but in some cases will last for several hours. During pairing sperm cells are transferred to the female to fertilise the egg. ,  Context: Unusually, during a dry period, males will not produce sperm, and females will only conceive if there has been enough rain to produce a large quantity of green vegetation. ","2404, 1750",during pairing,
What is the study of beetles called?,Coleopterology," Context: The study of beetles is called coleopterology, and its practitioners are coleopterists. Coleopterists have formed organisations to facilitate the study of beetles ,  Context: . Some of the journals specific to beetle research are: ","2440, 2441",coleopterology,
"Is it possible that there are more than 350,000 species of beetles?","Yes, new species are frequently discovered."," Context: . McHugh in Resh, V. H. & R. T. CardÃ© (Editors) 2003. Encyclopedia of Insects. Academic Press.  Forty percent of all described insect species are beetles (about 350,000 species ), and new species are frequently discovered ,  Context: There are about 350,000 species of beetles. Such a large number of species poses special problems for classification, with some families consisting of thousands of species and needing further division into subfamilies and tribes. ","2377, 2423",yes,
Is the Adephaga suborder larger than the Polyphaga suborder?,No," Context: These suborders diverged in the Permian and Triassic ,  Context: . These beetles can be identified by the cervical sclerites (hardened parts of the head used as points of attachment for muscles) absent in the other suborders. ","2422, 2418",no,
Do carrion beetles eat dung?,"No, according to the text, some beetles found within dung and carrion are predatory, but it does not mention that carrion beetles specifically eat dung."," Context: . Some of the beetles found within dung and carrion are in fact predatory, such as the clown beetles, preying on the larvae of coprophagous and necrophagous insects. ,  Context: Besides being abundant and varied, the Coleoptera are able to exploit the wide diversity of food sources available in their many habitats. Some are generalists, eating both plants and animals. Other beetles are highly specialised in their diet ","2413, 2412",no,
What are prey of various animals including birds and mammals?,"Brooding females on nests may be caught unaware by mammals (e.g. foxes) and large birds, including hawks and eagles."," Context: . Certain species are agricultural pests, such as the Colorado potato beetle Leptinotarsa decemlineata, the boll weevil Anthonomus grandis, the red flour beetle Tribolium castaneum, and the mungbean or cowpea beetle Callosobruchus maculatus, while other species of beetles are important controls of agricultural pests ,  Context: . Nests may also be raided by land-based predators, and brooding females may sometimes be caught unaware on the nest by mammals (e.g. foxes) and large birds, including hawks and eagles. ","2378, 3175",Beetles.,
What was given by Aristotle for the hardened shield like forewings?,"The name ""Coleoptera""."," Context: The name ""Coleoptera"" was given by Aristotle for the hardened shield like forewings (coleo = shield + ptera = wing). ,  Context: . Many of these species have the two elytra fused together, forming a solid shield over the abdomen ","2379, 2385","The name ""Coleoptera"".",
