question,answer,contexts,contexts_ids,ground_truth,goldPassages
When did Coolidge meet and marry Grace Anna Goodhue?,"Yes, according to the context, Coolidge met and married Grace Anna Goodhue in 1905. They were opposites in personality: she was talkative and fun-loving, while Coolidge was quiet and serious.","Context: In 1905 Coolidge met and married Grace Anna Goodhue, a local schoolteacher and fellow Vermonter. They were opposites in personality: she was talkative and fun-loving, while Coolidge was quiet and serious, Context: Calvin and Grace Coolidge, about 1918","407, 409",1905,
Where did Coolidge's grandfather had government offices?,"Yes, Coolidge's grandfather held some local government offices in Plymouth. The context states that Coolidge's ancestors were primarily farmers, but his grandfather was an exception, holding local government offices in Plymouth.","Context: Coolidge's grandfather, Calvin Coolidge, held some local government offices in Plymouth and was best remembered as a man with ""a fondness for practical jokes"". Fuess, 14  His grandmother, Sarah Brewer, was also of New England, Context: . Fuess, 12  Coolidge's great-great-grandfather, also named John Coolidge, was an American army officer in the American Revolution, and was one of the first selectmen of the town of Plymouth Notch. Fuess, 7  Most of Coolidge's ancestors were farmers","404, 402",Plymouth,
What fraternity was Coolidge a member of?,"Yes, Coolidge was a member of the Fraternity of Phi Gamma Delta during his time at Amherst. The fraternity is also known as Fiji.","Context: . At Amherst, Coolidge became a member of the Fraternity of Phi Gamma Delta and joined the College Republicans in 1892. White, 35  While there, Coolidge met Dwight Morrow, who would become a life-long friend, Context: Coolidge as an Amherst undergraduate","405, 403",Phi Gamma Delta,
"In addition to Port Royal, where else did Samuel de Champlain establish a S08_settlement?","Yes, Samuel de Champlain established a settlement in Quebec City. In 1608, he founded the city of Quebec which would become the capital of New France (Canada). The colony of Acadia was established in the present","Context: French explorer Samuel de Champlain arrived in 1603 and established the first permanent European settlements at Port Royal in 1605 and Quebec City in 1608. These would become respectively the capitals of Acadia and Canada, Context: . Lawrence River valley, Acadians settled the present-day Maritimes, while French fur traders and Catholic missionaries explored the Great Lakes, Hudson Bay and the Mississippi watershed to Louisiana","2280, 2280",Quebec City,
What is Canada's national unemployment rate?,The national unemployment rate of Canada is 5.9%. This is the lowest it has been in 33 years as of October 2007.,"Context: . Today Canada closely resembles the US in its market-oriented economic system, pattern of production, and high living standards.  While as of October 2007, Canada's national unemployment rate of 5.9% is its lowest in 33 years, Context: . Provincial unemployment rates vary from a low of 3.6% in Alberta to a high of 14.6% in Newfoundland and Labrador","2336, 2336","While as of October 2007, Canada's national unemployment rate of 5.9% is its lowest in 33 years. Provincial unemployment rates vary from a low of 3.6% in Alberta to a high of 14.6% in Newfoundland and Labrador. ",
How do cuba and declining participation relate?,"No, the text does not suggest a relation between Cuba and declining participation in the Iraq War. Instead, it mentions Canada's independent foreign policy, which includes maintaining relations with Cuba and declining to participate in the Iraq War.","Context: . Canada has nevertheless maintained an independent foreign policy, most notably maintaining full relations with Cuba and declining participation in the Iraq War, Context: . ownership of the island would urge nearby Cuba to abandon slavery. The Senate refused to ratify it because of (Foreign Relations Committee Chairman) Senator Charles Sumner's strong opposition","2310, 1828",Canada maintains full relations with both.,
Did continental European immigrants not S08_settle the prairies ?,"No, according to the context, continental European immigrants did settle the prairies. The text states: ""Under Liberal Prime Minister Wilfrid Laurier, continental European immigrants settled the prairies...""","Context: . Under Liberal Prime Minister Wilfrid Laurier, continental European immigrants settled the prairies, and Alberta and Saskatchewan became provinces in 1905, Context: Traditionally humans held a distasteful view of wolves, a creature they feared. It was also often accentuated in European folklore beginning in the Christian era. Settlers brought this view with them as they settled North America","2290, 1108",no,
Who is Daffy Duck?,"Daffy Duck is a silly cartoon character duck. He's well-known in fiction and often depicted as such due to his humorous personality, as mentioned in the New Scientist article.","Context: . Of the many ducks in fiction, many are silly cartoon characters like Daffy Duck (see the New Scientist article  mentioning humor in the word ""duck""), Context: The expression ""quacks like a duck"" is sometimes a short form for ""It looks like a duck, it quacks like a duck, it swims like a duck, so it's a duck."", used as proverbial to counter abstruse arguments that something is not what it appears to be","3189, 3192",A silly cartoon character,
What are some common predators of ducks?,"Yes, fish such as muskies and pikes can be predators of ducks when they're on water. In flight, ducks are mainly threatened by humans and Peregrine Falcons due to their speed and strength.","Context: Adult ducks are fast fliers, but may be caught on the water by large aquatic predators. This can occasionally include fish such as the muskie in North America or the pike in Europe, Context: . In flight, ducks are safe from all but a few predators such as humans and the Peregrine Falcon, which regularly uses its speed and strength to catch ducks","3176, 3176","Pike, crocodilians, herons, hawks and eagles.",
What expression is part of a conceptual framework for testing computer systems?,"Yes, the expression ""if it looks like a duck, swims like a duck, and quacks like a duck, then it probably is a duck"" is part of a conceptual framework for testing computer systems, known as the Duck test","Context: The expression is part of a conceptual framework for testing (see Duck test) of some computer systems, Context: . One can even argue several philosophical points (see Operational definition)","3193, 3193",Quacks like a duck,
Are there a large number of Jews living in Egypt today?,"No, there are not a large number of Jews living in Egypt today. This is because most Egyptian Jews left the country during the 20th century, with many emigrating after the Six-Day War in 1967.","Context: . A steady stream of migration of Egyptian Jews followed, reaching a peak after the Six-Day War with Israel in 1967. Today, Jews in Egypt number less than 500. Jewish Community Council (JCC) of Cairo.  Bassatine News. 2006, Context: . Egyptian Jews, who were mostly Karaites, partook of all aspects of Egypt's social, economic and political life; one of the most ardent Egyptian nationalists, Yaqub Sanu' (Abu Naddara), was a Jew, as were famous musician Dawoud Husni, popular singer Leila Mourad, and prominent filmmaker Togo Mizrahi","918, 918",no,
Does snow fall in Egypt?,"Yes, snow does fall in Egypt, but only in certain parts of the country. According to the context, snow falls on Sinai's mountains and some of the north coastal cities such as Damietta, Baltim, and Sidi","Context: . On a very thin strip of the northern coast the rainfall can be as high as  , all between November and March. Snow falls on Sinai's mountains and some of the north coastal cities such as Damietta, Baltim, Sidi Barrany, etc, Context: . and rarely in Alexandria, frost is also known in mid-Sinai and mid-Egypt","944, 944",Yes.,
How much do elephants weight at birth?,"Yes, the context does provide information about an elephant's birth weight. An elephant calf typically weighs 120 kilograms (265 lb) at birth.","Context: After a twenty-two-month pregnancy, the mother will give birth to a calf that will weigh about 113 kg (250 lb) and stand over 76 cm (2.5 ft) tall. Elephants have a very long childhood. They are born with fewer survival instincts than many other animals, Context: Elephants are mammals, and the largest land animals alive today.    The elephant's gestation period is 22 months, the longest of any land animal. At birth it is common for an elephant calf to weigh 120 kilograms (265 lb)","1257, 1177",120 kilograms,
What are the elephant's ears important for?,"Yes, elephant ears are important for temperature regulation. They consist of a thin layer of skin and rich blood vessels. The hot blood entering the ears can be cooled down by up to ten degrees Fahrenheit before returning to the body, helping","Context: The large flapping ears of an elephant are also very important for temperature regulation. Elephant ears are made of a very thin layer of skin stretched over cartilage and a rich network of blood vessels, Context: . The hot blood entering the ears can be cooled as much as ten degrees Fahrenheit before returning to the body. Differences in the ear sizes of African and Asian elephants can be explained, in part, by their geographical distribution","1234, 1234",temperature regulation,
What land animal is larger than an elephant?,"No, according to the context, elephants are the largest land animals. The text clearly states that elephants can reach up to 4 m (13 ft) at the shoulder and weigh approximately 7,000 kg (","Context: Elephants are mammals, and the largest land animals alive today.    The elephant's gestation period is 22 months, the longest of any land animal. At birth it is common for an elephant calf to weigh 120 kilograms (265 lb), Context: . In fact, it is the largest land animal in the world, standing up to 4 m (13 ft) at the shoulder and weighing approximately 7,000 kg (7.7 tons). The average male stands about 3 m (10 ft) tall at the shoulder and weighs about 5500â6000 kg (6.1â6","1177, 1192","None, the elephant is the largest land animal.",
Name an animal that is growing in number due to recent conservation efforts,"Yes, the Brown Bear is an animal whose numbers are increasing due to recent conservation efforts. This is mentioned in the context as one of the animals, like the Golden Eagle and Eurasian Lynx, that have experienced a comeback in","Context: . However, their numbers have increased again in the 2000s, mainly as a result of careful conservation and the establishment of vast national parks, Context: Due to hunting and persecution in history, many animals such as the Golden Eagle, Brown Bear and Eurasian Lynx all experienced significant declines in population","1589, 1589","Golden Eagle, Brown Bear, or Eurasian Lynx (Change imperative to interrogative)",
Where is Finland located?,"Finland is located in Northern Europe, bordered by Sweden to the west, Norway to the north, Russia to the east, and Estonia to the south across the Gulf of Finland. It also has a border with Russia's exclave, the","Context: Provinces of Finland, Context: [[Image:Finland 1996 CIA map.jpg|thumb|upright|Detailed map of Finland.  See also:  Atlas of Finland]]","1592, 1579",Northern Europe,
Do women live longer than men?,"Yes, women live longer than men because of their stronger metabolism that allows them to endure wear and tear for a longer period. This is in contrast to elephants who also have strong metabolisms but suffer from tooth wearout,","Context: The life expectancy is 82 years for women and 75 years for men, Context: . Were it not for tooth wearout, their metabolism would allow them to live much longer. Rupert Sheldrake has proposed  this as an explanation for the elephant graveyards","1623, 1222",Yes,
Who did Ford nominate for Vice President?,"Yes, Ford nominated Nelson Rockefeller for Vice President. He made this nomination because he had vacated the position himself and wanted to fill it with a trusted and experienced individual. The House and Senate confirmed Rockefeller's nom","Context: . Ford noted the peculiarity of his position: ""I am acutely aware that you have not elected me as your president by your ballots, and so I ask you to confirm me as your president with your prayers, Context: .""    On August 20 Ford nominated former New York Governor Nelson Rockefeller to fill the vice presidency he had vacated. Rockefeller was confirmed by the House and Senate","2041, 2041",Bob Dole,
How many Eagle Scouts were involved in Ford's funeral procession?,"About 400 Eagle Scouts were involved in Ford's funeral procession. This can be deduced from the context as it mentions that ""About 400 Eagle Scouts"" formed an honor guard and served as","Context: . About 400 Eagle Scouts were part of the funeral procession, where they formed an honor guard as the casket went by in front of the museum, and served as ushers, Context: .    Scouting was so important to Ford that his family asked that Scouts participate in his funeral","2001, 2001",400,
Is Ford one of only four former Presidents to live to 90 or more years of age ?,"Yes, according to the context provided, Ford is one of only four former Presidents to have lived to 90 or more years of age.","Context: *Ford is one of only four former Presidents to live to 90 or more years of age. The others are Ronald Reagan (93), John Adams (90) and Herbert Hoover (90), Context: .  The record is currently held by former President Gerald Ford, who served less than one term, and who died December 26, 2006 at 93 years, 165 days","2103, 702",Yes.,
Who is the head of state of Ghana?,"Yes, the head of state of Ghana, according to the context provided, is President John Agyekum Kufuor. He is the ninth leader of the country since independence.","Context: Ghana is a republic and member of the Commonwealth of Nations. Its head of state is President John Agyekum Kufuor, the ninth leader of the country since independence. The government sits at Osu Castle, Context: Medieval Ghana (4th - 13th Century):The Republic of Ghana is named after the medieval Ghana Empire of West Africa. The actual name of the Empire was Wagadugu. Ghana was the title of the kings who ruled the kingdom","1349, 1337",President John Agyekum Kofuor,
Where is old Ghana in relation to present Ghana?,"Yes, old Ghana is 500 miles north of present Ghana. This is because the text states that ""Geographically, the old Ghana is 500 miles north of the present Ghana.""","Context: Geographically, the old Ghana is 500 miles north of the present Ghana, and occupied the area between Rivers Senegal and Niger, Context: Some inhabitants of present Ghana had ancestors linked with the medieval Ghana. This can be traced down to the Mande and Voltaic people of Northern Ghana--Mamprussi, Dagomba and the Gonja","1338, 1339",500 miles north,
Why do wolves howl?,"Yes, wolves do bark-howl. They bark-howl for similar reasons they bark, such as seeking attention or warning others of danger. Pups in particular use these vocalizations frequently. The context also mentions that wolves rally","Context: . Wolves bark-howl for the same reasons they normally bark. Generally, pups bark and bark-howl much more frequently than adults, using these vocalizations to cry for attention, care, or food. A lesser known sound is the rally, Context: . Wolves also growl at other wolves while being aggressively dominant. Wolves bark when nervous or when they want to warn other wolves of danger","1069, 1069","Howling helps pack members keep in touch, allowing them to communicate effectively in thickly forested areas or over great distances. Howling also helps to call pack members to a specific location. Howling can also serve as a declaration of territory, as shown in a dominant wolf&apos;s tendency to respond to a human imitation of a ""rival"" wolf in an area the wolf considers its own. ",
Why is it beneficial for alpha males and females to forcefully prevent other wolves from mating?,"Yes, it ensures the continuation of their genes. By preventing other wolves from mating, the alpha pair maintains their status as the dominant breeding pair in the pack, allowing them to pass on their genetics to the next generation.","Context: . During this time, in fact, the alpha male and alpha female may be forced to prevent other wolves from mating with one another, Context: . During the mating season, breeding wolves become very affectionate with one another in anticipation of the female's ovulation cycle. The pack tension rises as each mature wolf feels urged to mate","1039, 1039",A pack can only suppport one littler per year,
What did Cleveland's opponents say in 1884 to counter his innocent image?,"Yes, Cleveland's opponents claimed that he had fathered an illegitimate child while he was a lawyer in Buffalo. This accusation aimed to tarnish his image of purity and clean politics during the 1884 presidential","Context: The campaign was negative. To counter Cleveland's image of purity, his opponents reported that Cleveland had fathered an illegitimate child while he was a lawyer in Buffalo, Context: Cleveland won the Presidency in the 1884 election with the unusual combination of support from both Democrats and reform-minded Republicans called ""Mugwumps"" who denounced his opponent, former Senator James G. Blaine of Maine, as corrupt","481, 480",That he had fathered an illegitimate child,
Who were Grover Cleveland's parents?,"No, the context does not provide information about Grover Cleveland's parents.","Context: Grover Cleveland, Context: . Their children were Ruth Cleveland (1891-1904); Esther Cleveland (1893-1980); Marion Cleveland (1895-1977); Richard Folsom Cleveland (1897-1974); and Francis Grover Cleveland (1903-1995)","498, 496","Cleveland was born in Caldwell, New Jersey to the Reverend Richard Cleveland and Anne Neal.",
"Did the team , sedating Cleveland with nitrous oxide -LRB- laughing gas -RRB- , not remove his upper left jaw and portions of his hard palate ?","No, the team did remove his upper left jaw and portions of his hard palate. The context states that ""the team, sedating Cleveland with nitrous oxide (laughing gas), removed his upper left jaw and portions of his hard","Context: . The team, sedating Cleveland with nitrous oxide (laughing gas), removed his upper left jaw and portions of his hard palate. The size of the tumor and the extent of the operation left Cleveland's mouth severely disfigured, Context: . During another surgery, an orthodontist fitted Cleveland with a hard rubber prosthesis that corrected his speech and covered up the surgery","519, 519",yes,
Did he not die at the age of 55 in Le Croisic ?,"Yes, Becquerel did die at the age of 55 in Le Croisic. He died in 1908, the same year that he was elected Permanent Secretary of the AcadÃ©mie des","Context: In 1908, the year of his death, Becquerel was elected Permanent Secretary of the AcadÃ©mie des Sciences. He died at the age of 55 in Le Croisic, Context: .  Monroe died there from heart failure and tuberculosis on July 4, 1831, becoming the third president to die on the 4th of July. His death came 55 years after the U.S","835, 2522",Yes he died at the age of 55,
When did Islam become the dominant religion in Java and Sumatra?,"Yes, according to the context provided, Islam became the dominant religion in Java and Sumatra by the end of the 16th century. This is because the context states that ""Other Indonesia areas gradually adopted Islam which became the dominant religion in Java","Context: . Ricklefs (1991), pages 3 to 14  Other Indonesia areas gradually adopted Islam which became the dominant religion in Java and Sumatra by the end of the 16th century, Context: . For the most part, Islam overlaid and mixed with existing cultural and religious influences, which shaped the predominant form of Islam in Indonesia, particularly in Java","766, 766",the end of the 16th century,
Is it true that indonesia has vast areas of wilderness?,"Yes, Indonesia does have vast areas of wilderness. This is stated explicitly in the context, which mentions that despite its large population and densely populated regions, Indonesia has wilderness areas that support the world's second highest level of b","Context: . Despite its large population and densely populated regions, Indonesia has vast areas of wilderness that support the world's second highest level of biodiversity, Context: Map of Indonesia","753, 795",yes,
Is it the world 's fourth most populous country and the most populous muslim-majority nation?,"Yes, Indonesia is the world's fourth most populous country with a population of over 234 million people. It is also the most populous Muslim-majority nation, as approximately 86% of its inhabitants are Muslims.","Context: . With a population of over 234 million people, it is the world's fourth most populous country and the most populous Muslim-majority nation, although officially it is not an Islamic state. Indonesia is a republic, with an elected parliament and president, Context: .    Although it is not an Islamic state, Indonesia is the world's most populous Muslim-majority nation, with almost 86% of Indonesians declared Muslim according to the 2000 census","751, 820",yes,
Did Monroe' wedding happen at the Trinity Church in New York?,"Yes, based on the context provided, James Monroe did get married at the Trinity Church in New York. The context states that ""James Monroe married Elizabeth Kortright on February 16, 1786 at the","Context: . James Monroe married Elizabeth Kortright on February 16, 1786 at the Trinity Church in New York, Context: Upon Elizabeth's death in 1830, Monroe moved to New York City to live with his daughter Maria Hester Monroe Gouverneur who had married Samuel L. Gouverneur in the first White House wedding","2507, 2522",Yes,
In which years were John Monroe elected as President?,"Yes, in the elections of 1816 and 1","Context: Following the War of 1812, Monroe was elected president in the election of 1816, and re-elected in 1820. In both those elections Monroe ran nearly uncontested, Context: Monroe was elected to the Virginia House of Delegates in 1782 and served in the Continental Congress from 1783 to 1786","2513, 2508",1817-1825,
What did James Monroe's letters not contain?,"The letters of James Monroe, as mentioned in the context, did not contain explicit details about his stance on allowing Spanish diplomat Diego MarÍa de Gardoqui to secure the opening of the Mississippi River to American commerce. Instead, the","Context: * Monroe, James. The Political Writings of James Monroe. James P. Lucier, ed. Regnery, 2002. 863 pp, Context: . Abstract: Analyzes Monroe's concern over untoward foreign influence on the presidency. He was alarmed at Spanish diplomat Diego MarÃ­a de Gardoqui, involving a US attempt to secure the opening of the Mississippi River to American commerce","2536, 2534",No letters survive in which he might have discussed his religious beliefs.,
Had Monroe racked up many debts during his years of public life ?,"Yes, according to the context, Monroe had accumulated many debts throughout his time in public life.","Context: Monroe had racked up many debts during his years of public life, Context: * Monroe is considered to be the president who was in the most paintings; throughout the 1800s he was in over 350","2521, 2528",yes,
"Four years after opening his shop , Watt began what?","Watt began to experiment with steam. This is stated explicitly in the context as Watt had still never seen an operating steam engine, but he tried constructing a model after his friend, Professor John Robison, called his attention to it.","Context: Four years after opening his shop, Watt began to experiment with steam after his friend, Professor John Robison, called his attention to it.  At this point Watt had still never seen an operating steam engine, but he tried constructing a model, Context: When he was 17, his mother died and his father's health had begun to fail.  Watt travelled to London to study instrument-making for a year, then returned to Scotland   to Glasgow   intent on setting up his own instrument-making business","1954, 1950","Watt began to experiment with steam after his friend, Professor John Robison, called his attention to it.",
Was Adams the first to introduce a bicameral legislature?,"Yes, according to the context, John Adams was the first to introduce a bicameral legislature in the Massachusetts Constitution of 1780.","Context: . The Massachusetts Constitution of 1780: A Social Compact (1978) p 13 says Adams was its ""principal architect.""  It was the first constitution written by a special committee and ratified by the people, Context: .  It was also the first to feature a bicameral legislature, a clear and distinct executive with a partial (2/3) veto (although he was restrained by an executive council), and a distinct judicial branch","666, 666",Yes.,
In what ways was Adams opposed by Anderw Hamilton?,"Yes, in the context, Andrew Hamilton opposed John Adams despite supporting his presidency. This opposition stemmed from Federalist followers preferring Hamilton as a candidate over Adams and holding grudges against him.","Context: Adams wanted to secure approval from the people, and he saw his chance in the British/colonial conflict. He became well known for his essays and energetic resolutions against British taxation and regulation, Context: . The federalists wanted Adams as their presidential candidate to crush Thomas Jefferson's bid. Most federalists would have preferred Hamilton to be a candidate.  Although Hamilton and his followers supported Adams, they also held a grudge against him","642, 675",Hamilton wanted to control the army differently than Adams,
"The John Adams Library , housed at the Boston Public Library , contains what?","Yes, the John Adams Library in the Boston Public Library contains Adams's personal collection of more than 3,500 volumes in eight languages, many of which are extensively annotated by him. This includes books on history, literature","Context: * The  John Adams Library, housed at the Boston Public Library, contains Adams's personal collection of more than 3,500 volumes in eight languages, many of which are extensively annotated by Adams, Context: . Located at Library of Congress in Washington, D.C","723, 388","Adams's personal collection of more than 3,500 volumes",
"What do kangaroos use for ""crawl-walking?""","Yes, in the crawl-walking method, kangaroos utilize their tail and two forelimbs to form a tripod, while they lift their hind feet forward. This unique way of moving helps them cover short distances slowly and safely","Context: Because of its long feet, it cannot walk correctly. To move at slow speeds, it uses its tail to form a tripod with its two forelimbs. It then raises its hind feet forward, in a form of locomotion called ""crawl-walking."", Context: Kangaroos are the only large animals to use hopping as a means of locomotion","1739, 1738",its hind feet,
Do kangaroos eat plants?,"Yes, kangaroos do eat plants. Eastern grey kangaroos primarily consume a wide variety of grasses. Other species like red kangaroos and swamp wallabies also include shrubs in their diet. Additionally,","Context: Different species of kangaroos eat different diets.  Eastern grey kangaroos are predominantly grazers eating a wide variety of grasses whereas some other species (e.g. red kangaroos and swamp wallabies) include significant amounts of shrubs in the diet, Context: . The smaller species of kangaroos also consume hypogeal fungi.  Many species are nocturnal  Archives URL accessed January 7, 2007.  and crepuscular,  Columbus Zoo article URL accessed January 7, 2007","1741, 1741",yes,
What method is used by Kangaroos to travel?,"Yes, kangaroos use hopping as a means of traveling. This is due to their powerful hind legs which allow them to cover large distances in a single leap.","Context: Kangaroos are the only large animals to use hopping as a means of locomotion, Context: A Tasmanian Forester (Eastern Grey) Kangaroo in motion","1738, 1728",hopping,
Was the game of Marn grook played using a ball made from kangaroo by the Kurnai people ?,"Yes, the game of Marn grook was played using a ball made from kangaroo by the Kurnai people. The information is explicitly provided in the context that the Kurnai people used to play this game with a ball craft","Context: .  Aherrenge is a current kangaroo dreaming site in the Northern Territory. The game of Marn grook was played using a ball made from kangaroo  by the Kurnai people, Context: Before European settlement, the kangaroo was a very important animal for Australian Aborigines, for its meat, hide, bones and sinews. In addition, there were important Dreaming stories and ceremonies involving the kangaroo","1755, 1755",yes,
What is a hybrid animal resulting from a union between a leopard and a puma?,"Yes, a pumapard. It's a hybrid animal produced by breeding a leopard and a puma. This term was used in the context to describe three sets of such hybrids bred in the late 1","Context: A pumapard is a hybrid animal resulting from a union between a leopard and a puma. Three sets of these hybrids were bred in the late 1890s and early 1900s by Carl Hagenbeck at his animal park in Hamburg, Germany. Most did not reach adulthood, Context: . One of these was purchased in 1898 by Berlin Zoo.  A similar hybrid in Berlin Zoo purchased from Carl Hagenbeck was a cross between a male leopard and a female puma","2485, 2485",a pumapard,
How long is a leopard's tail?,The tail of a leopard reaches 60 to 110 cm. This is based on the context provided which mentions that the tail length of a leopard is between 60 and 110cm.,"Context: . They are good, agile climbers, but cannot get down from a tree headfirst, because they do not have the ankle flexibilityâthe only two cats that do are the Margay and the Clouded Leopard. Female leopard, Context: .  Its body is comparatively long for a cat and its legs are short.  Head and body length is between 90 and 190 cm, the tail reaches 60 to 110cm. Shoulder height is 45 to 80 cm","2458, 2452",60 to 110cm,
Is the leopard solitary?,"Yes, leopards are solitary animals. This is stated explicitly in the context when it mentions that aside from mating, interactions between individual leopards seem to be infrequent.","Context: The leopard is solitary and, aside from mating, interactions between individuals appear to be infrequent.  Aggressive enounters have been observed, however, Context: . They are good, agile climbers, but cannot get down from a tree headfirst, because they do not have the ankle flexibilityâthe only two cats that do are the Margay and the Clouded Leopard. Female leopard","2466, 2458",Yes,
Is the leopard an agile and graceful predator?,"Yes, leopards are agile and graceful predators. The context states that they move with great agility and stealth, making them highly skilled hunters.","Context: The leopard is an agile and graceful predator. Although smaller than the other members of Panthera, the leopard is still able to take large prey given a massive skull that well utilizes powerful jaw muscles, Context: Graceful and stealthy, leopards are famous for their ability to go undetected","2452, 2458",Yes,
What percentage of Liechtenstein's population is foreign-born?,"The population of Liechtenstein is approximately one third foreign-born. This means that about 33% of the population was born outside of Liechtenstein. This information can be inferred from the context provided, which states ""its resident population","Context: . Foreign-born people make up two-thirds of the country's workforce. Nationals are referred to by the plural: Liechtensteiners, Context: . Its population is primarily ethnic Alemannic, although its resident population is approximately one third foreign-born, primarily German speakers from the Federal Republic of Germany, Austria, and the Swiss Confederation, other Swiss, Italians, and Turks","2856, 2856",two-thirds,
How many municipalities are within Oberland?,"Yes, there are five municipalities in Oberland. The context states that Unterland has five municipalities and Oberland has the rest, implying that Oberland also has five municipalities.","Context: . Five of them fall within the electoral district Unterland (the lower county), and the remainder within Oberland (the upper county), Context: Municipalities co-operate in seventy-four sub-regions and twenty regions. These are governed by the member municipalities. The Ãland region has a permanent, democratically elected regional council, as a part of the autonomy","2842, 1606",6.,
