question,answer,contexts,contexts_ids,ground_truth,goldPassages
When did Coolidge meet and marry Grace Anna Goodhue?,Coolidge met and married Grace Anna Goodhue in 1905.,"Context: In 1905 Coolidge met and married Grace Anna Goodhue, a local schoolteacher and fellow Vermonter. They were opposites in personality: she was talkative and fun-loving, while Coolidge was quiet and serious, Context: In 1905 Coolidge met and married Grace Anna Goodhue, a local schoolteacher and fellow Vermonter. They were opposites in personality: she was talkative and fun-loving, while Coolidge was quiet and serious, Context: . Greenberg, 58â59  Not long after their marriage, Coolidge handed her a bag with fifty-two pairs of socks in it, all of them full of holes, Context: * Sobel, Robert, Coolidge: An American Enigma (1998), ISBN 0895264102, Context: . Grace's reply was ""Did you marry me to darn your socks?"" Without cracking a smile and with his usual seriousness, Calvin answered, ""No, but I find it mighty handy."" Telleen, Maurice.  The Days Before Yesterday: 75 years ago","407, 407, 407, 469, 407",1905,
Where did Coolidge's grandfather had government offices?,"Coolidge's grandfather, Calvin Coolidge, held some local government offices in Plymouth.","Context: . Wilsonâs father was one of the founders of the Southern Presbyterian Church in the United States (PCUS) after it split from the northern Presbyterians in 1861. Joseph R, Context: Coolidge's father, John Calvin Coolidge, Sr, Context: Coolidge's grandfather, Calvin Coolidge, held some local government offices in Plymouth and was best remembered as a man with ""a fondness for practical jokes"". Fuess, 14  His grandmother, Sarah Brewer, was also of New England, Context: Calvin Coolidge as a young legislator, Context: . It is through this ancestor that Coolidge claimed to be descended in part from American Indians. McCoy, 5  Coolidge's father was also a farmer, but spent some time as a schoolteacher and justice of the peace","2132, 432, 404, 412, 404",Plymouth,
What fraternity was Coolidge a member of?,"In his time at Amherst College, Calvin Coolidge became a member of the Fraternity of Phi Gamma Delta.","Context: Coolidge graduated from Black River Academy, Vermont, but failed his initial entrance exam to Amherst College.  Vermont Historical Society biography of Calvin Coolidge accessed December 6 2007  He spent one term at St, Context: . At Amherst, Coolidge became a member of the Fraternity of Phi Gamma Delta and joined the College Republicans in 1892. White, 35  While there, Coolidge met Dwight Morrow, who would become a life-long friend, Context: . Johnsbury Academy, Vermont before entering Amherst.  Accomplished alumni. Amherst College, where he was a member of the Fraternity of Phi Gamma Delta. Retrieved on May 18, 2007  He dropped John from his name upon graduating from college, Context: Coolidge as an Amherst undergraduate, Context: . At Amherst, Coolidge became a member of the Fraternity of Phi Gamma Delta and joined the College Republicans in 1892. White, 35  While there, Coolidge met Dwight Morrow, who would become a life-long friend","405, 405, 405, 403, 405",Phi Gamma Delta,
"In addition to Port Royal, where else did Samuel de Champlain establish a S08_settlement?",Samuel de Champlain established another significant settlement at Quebec City in 1608. This city later became the capital of Canada.,"Context: French explorer Samuel de Champlain arrived in 1603 and established the first permanent European settlements at Port Royal in 1605 and Quebec City in 1608. These would become respectively the capitals of Acadia and Canada, Context: French explorer Samuel de Champlain arrived in 1603 and established the first permanent European settlements at Port Royal in 1605 and Quebec City in 1608. These would become respectively the capitals of Acadia and Canada, Context: . Among French colonists of New France, Canadiens extensively settled the St, Context: . Lawrence River valley, Acadians settled the present-day Maritimes, while French fur traders and Catholic missionaries explored the Great Lakes, Hudson Bay and the Mississippi watershed to Louisiana, Context: . Lawrence River valley, Acadians settled the present-day Maritimes, while French fur traders and Catholic missionaries explored the Great Lakes, Hudson Bay and the Mississippi watershed to Louisiana","2280, 2280, 2280, 2280, 2280",Quebec City,
What is Canada's national unemployment rate?,As of October 2,"Context: . Provincial unemployment rates vary from a low of 3.6% in Alberta to a high of 14.6% in Newfoundland and Labrador, Context: . Today Canada closely resembles the US in its market-oriented economic system, pattern of production, and high living standards.  While as of October 2007, Canada's national unemployment rate of 5.9% is its lowest in 33 years, Context: . Today Canada closely resembles the US in its market-oriented economic system, pattern of production, and high living standards.  While as of October 2007, Canada's national unemployment rate of 5.9% is its lowest in 33 years, Context: . Provincial unemployment rates vary from a low of 3.6% in Alberta to a high of 14.6% in Newfoundland and Labrador, Context: . Since the early 1990's, the Canadian economy has been growing rapidly with low unemployment and large government surpluses on the federal level","2336, 2336, 2336, 2336, 2336","While as of October 2007, Canada's national unemployment rate of 5.9% is its lowest in 33 years. Provincial unemployment rates vary from a low of 3.6% in Alberta to a high of 14.6% in Newfoundland and Labrador. ",
How do cuba and declining participation relate?,"In the provided context, Canada's declining participation in the Iraq War is related to Cuba through their shared practice of maintaining independent foreign policies. Both countries have historic ties with other nations but choose to pursue their own paths in international affairs, as demonstrated","Context: Canada and the United States share the world's longest undefended border, co-operate on military campaigns and exercises, and are each other's largest trading partners, Context: . ownership of the island would urge nearby Cuba to abandon slavery. The Senate refused to ratify it because of (Foreign Relations Committee Chairman) Senator Charles Sumner's strong opposition, Context: . Canada has nevertheless maintained an independent foreign policy, most notably maintaining full relations with Cuba and declining participation in the Iraq War, Context: Between 1914 and 1918, the United States intervened in Latin America, particularly in Mexico, Haiti, Cuba, and Panama. The U.S, Context: . Canada also maintains historic ties to the United Kingdom and France and to other former British and French colonies through Canada's membership in the Commonwealth of Nations and La Francophonie (French-Speaking Countries)","2310, 1828, 2310, 2193, 2310",Canada maintains full relations with both.,
Did continental European immigrants not S08_settle the prairies ?,"Yes, according to the context information provided, continental European immigrants did settle the prairies. This occurred under Liberal Prime Minister Wilfrid Laurier, and as a result, Alberta and Saskatchewan became provinces in","Context: . Under Liberal Prime Minister Wilfrid Laurier, continental European immigrants settled the prairies, and Alberta and Saskatchewan became provinces in 1905, Context: A satellite composite image of Canada. Boreal forests prevail on the rocky Canadian Shield. Ice and tundra are prominent in the Arctic. Glaciers are visible in the Canadian Rockies and Coast Mountains. Flat and fertile Prairies facilitate agriculture, Context: .   In 1898, after the Klondike Gold Rush in the Northwest Territories, the Canadian government decided to create the Yukon territory as a separate territory in the region to better control the situation, Context: . Under Liberal Prime Minister Wilfrid Laurier, continental European immigrants settled the prairies, and Alberta and Saskatchewan became provinces in 1905, Context: . To open the West, the government sponsored construction of three trans-continental railways  (most notably the Canadian Pacific Railway), opened the prairies to settlement with the Dominion Lands Act, and established the North West Mounted Police to assert its authority over this territory","2290, 2325, 2290, 2290, 2290",no,
Who is Daffy Duck?,"Daffy Duck is a silly cartoon character duck in fiction, known to attract humor and silliness, according to a year-long LaughLab experiment conducted by psychologist Richard Wiseman and colleagues at the University of Hert","Context: In 2002, psychologist Richard Wiseman and colleagues at the University of Hertfordshire (UK) finished a year-long LaughLab experiment, concluding that, of the animals in the world, the duck is the type that attracts most humor and silliness; he said ""If you're going to tell a joke involving an animal, make it a duck, Context: . Of the many ducks in fiction, many are silly cartoon characters like Daffy Duck (see the New Scientist article  mentioning humor in the word ""duck""), Context: . Of the many ducks in fiction, many are silly cartoon characters like Daffy Duck (see the New Scientist article  mentioning humor in the word ""duck""), Context: *The French children's storybook character Babar the Elephant (an elephant king) created by Jean de Brunhoff and also an animated TV series, Context: ."" The word ""duck"" may have become an inherently funny word in many languages because ducks are seen as a silly animal, and their odd appearance compared to other birds","3189, 3189, 3189, 1291, 3189",A silly cartoon character,
What are some common predators of ducks?,"In the context provided, some common predators of ducks include wolves, large aquatic animals like pike or crocodilians, as well as fish-eating birds such as herons. Additionally, muskies in North America and","Context: When pursuing large prey, wolves generally attack from all angles, targeting the necks and sides of their prey. Wolf packs test large populations of prey species by initiating a chase, targeting less-fit prey, Context: . Ducklings are particularly vulnerable, since their inability to fly makes them easy prey not only for avian hunters but also large fish like pike, crocodilians,  and other aquatic hunters, including fish-eating birds such as herons, Context: . Such animals typically include the elderly, diseased, and young.  Healthy animals may also succumb through circumstance. However, most healthy, fit individuals will not run from wolves and will instead choose to stand their ground, Context: Adult ducks are fast fliers, but may be caught on the water by large aquatic predators. This can occasionally include fish such as the muskie in North America or the pike in Europe, Context: . Instead, they will try to target weaker prey members that are easier and safer to hunt","1089, 3175, 1089, 3176, 1089","Pike, crocodilians, herons, hawks and eagles.",
What expression is part of a conceptual framework for testing computer systems?,"The expression is ""Duck test."" It's used as part of a conceptual framework for testing computer systems, where behavioral analysis is conducted to determine what an entity (virtual or otherwise) is or whether it is what it claims to be","Context: The expression is part of a conceptual framework for testing (see Duck test) of some computer systems, Context: The expression is part of a conceptual framework for testing (see Duck test) of some computer systems, Context: . In a sense, this usage results from a need for 'behavioral' analysis of an entity (virtual or otherwise) in an attempt to know what it is or whether it is what is 'claimed' of it (by itself or another), Context: . The IT sector has been expanding rapidly in the past few years, with many new start-ups conducting outsourcing business to North America and Europe, operating with companies such as Microsoft, Oracle and other major corporations, as well as numerous SME's, Context: . One can even argue several philosophical points (see Operational definition)","3193, 3193, 3193, 905, 3193",Quacks like a duck,
Are there a large number of Jews living in Egypt today?,"Based on the provided context, there are not a large number of Jews living in Egypt today. The Jewish community in Egypt has significantly decreased over the years, with less than 500 Jews remaining in the country according to a 20","Context: . Several important Jewish archaeological and historical sites are found in Cairo, Alexandria and other cities, Context: . A steady stream of migration of Egyptian Jews followed, reaching a peak after the Six-Day War with Israel in 1967. Today, Jews in Egypt number less than 500. Jewish Community Council (JCC) of Cairo.  Bassatine News. 2006, Context: .  The once-vibrant Jewish community in Egypt has virtually disappeared, with only a small number remaining in the country, but many Egyptian Jews visit on religious occasions and for tourism, Context: Egypt was once home to one of the oldest Jewish communities in the world, Context: . Most Sudanese refugees come to Egypt in the hope of resettling in Europe or the US","909, 918, 909, 918, 909",no,
Does snow fall in Egypt?,"Yes, snow does fall in some parts of Egypt. Specifically, it falls on the mountains of Sinai and some of the north coastal cities such as Damietta, Baltim, and Sidi Barrany. However, it is important","Context: Precipitations are average over 750 mm per year only on the highest western mountains - much of it falling as snow which allows for an extensive skiing industry, Context: . On a very thin strip of the northern coast the rainfall can be as high as  , all between November and March. Snow falls on Sinai's mountains and some of the north coastal cities such as Damietta, Baltim, Sidi Barrany, etc, Context: . In the south-centern parts of the country (around Bucharest) the level of precipitation drops to around 600 mm,    The 2004 yearbook of Romanian National Institute of Statistics  while in the Danube Delta, rainfall levels are very low, and average only around 370 mm, Context: Egypt receives the least rainfall in the world. South of Cairo, rainfall averages only around 2 to 5 mm (0.1 to 0.2 in) per year and at intervals of many years, Context:","3101, 944, 3101, 944, 3101",Yes.,
How much do elephants weight at birth?,"Elephants weigh around 120 kilograms (265 lb) at birth. This is stated in the context information where it mentions that ""At birth it is common for an elephant calf to weigh 12","Context: Elephants are mammals, and the largest land animals alive today.    The elephant's gestation period is 22 months, the longest of any land animal. At birth it is common for an elephant calf to weigh 120 kilograms (265 lb), Context: *  African Elephant Database â For current info on African elephant distribution and numbers, Context: .8 ft), a metre (3 ft 4 in) taller than the average male African elephant.    The smallest elephants, about the size of a calf or a large pig, were a prehistoric species that lived on the island of Crete during the Pleistocene epoch. Bate, D.M.A. 1907, Context: .  Status of the so-called African pygmy elephant (Loxodonta pumilio (NOACK 1906)) - Accessed December 16, 2007, Context: .  An elephant may live as long as 70 years, sometimes longer. The largest elephant ever recorded was shot in Angola in 1956. This male weighed about 12,000 kg (26,400 lb),    with a shoulder height of 4.2 m (13","1177, 1332, 1177, 1328, 1177",120 kilograms,
What are the elephant's ears important for?,The large ears of an elephant are important for temperature regulation and used in certain displays of aggression or during mating periods. They have a rich network of blood vessels which helps them to release heat and maintain their body temperature.,"Context: . The African is typically larger than the Asian and has a concave back. Both African males and females have external tusks and are usually less hairy than their Asian cousins, Context: The ears are also used in certain displays of aggression and during the males' mating period. If an elephant wants to intimidate a predator or rival, it will spread its ears out wide to make itself look more massive and imposing, Context: African elephants are distinguished from Asian elephants in several ways, the most noticeable being their ears. Africans' ears are much larger and are shaped like the continent of their origin, Context: The large flapping ears of an elephant are also very important for temperature regulation. Elephant ears are made of a very thin layer of skin stretched over cartilage and a rich network of blood vessels, Context: The Asian elephant is smaller than the African. It has smaller ears, and typically, only the males have large external tusks","1189, 1235, 1189, 1234, 1198",temperature regulation,
What land animal is larger than an elephant?,"I don't know of any land animals that are larger than an elephant, as elephants are already the largest land animals.","Context: Elephants are among the world's most potentially dangerous animals, capable of crushing and killing any other land animal, from humans to lions and even rhinoceros. They can experience unexpected bouts of rage, and can be vindictive, Context: . In fact, it is the largest land animal in the world, standing up to 4 m (13 ft) at the shoulder and weighing approximately 7,000 kg (7.7 tons). The average male stands about 3 m (10 ft) tall at the shoulder and weighs about 5500â6000 kg (6.1â6, Context: .    In Africa, groups of young teenage elephants attack human villages in what is thought to be revenge for the destruction of their society by massive cullings done in the 1970s and 80s, Context: Elephants are mammals, and the largest land animals alive today.    The elephant's gestation period is 22 months, the longest of any land animal. At birth it is common for an elephant calf to weigh 120 kilograms (265 lb), Context: .    In India, male elephants attack villages at night, destroying homes and killing people on a regular basis","1312, 1192, 1312, 1177, 1312","None, the elephant is the largest land animal.",
Name an animal that is growing in number due to recent conservation efforts,"Based on the provided context, one animal that has been growing in number due to recent conservation efforts is the Whooper Swan. The context states that this species, which is also the national bird of Finland, has experienced an increase in its population as","Context: . However, their numbers have increased again in the 2000s, mainly as a result of careful conservation and the establishment of vast national parks, Context: . Some rare and exotic species include the flying squirrel, Golden Eagle, Saimaa Ringed Seal and the Arctic fox, which is considered the most endangered. The Whooper Swan, the national bird of Finland, is a large Northern Hemisphere swan, Context: Due to hunting and persecution in history, many animals such as the Golden Eagle, Brown Bear and Eurasian Lynx all experienced significant declines in population, Context: The need for species protection has been disputed by two professionals: H. Sterling Burnett and Mitchell K. Taylor, Context: . They store elastic strain energy in the tendons of their large hind legs, providing most of the energy required for each hop by the spring action of the tendons rather than by any muscular effort","1589, 1587, 1589, 2644, 1751","Golden Eagle, Brown Bear, or Eurasian Lynx (Change imperative to interrogative)",
Where is Finland located?,"Context does not provide specific details on the location of Finland, but it does mention that Helsinki-Vantaa Airport has an optimal location for great circle airline traffic routes between Western Europe and the Far East. However, it does not","Context: . Helsinki-Vantaa Airport is Finland's global gateway with scheduled non-stop flights to such places as Bangkok, Beijing, Delhi, Guangzhou, Mumbai, Nagoya, New York, Osaka, Shanghai, Hong Kong and Tokyo, Context: [[Image:Finland 1996 CIA map.jpg|thumb|upright|Detailed map of Finland.  See also:  Atlas of Finland]], Context: . Helsinki has an optimal location for great circle airline traffic routes between Western Europe and the Far East. Hence, many foreign tourists visit Helsinki on a stop-over while flying from Asia to Europe or vice versa, Context: Finland is a country of thousands of lakes and islands; 187,888 lakes (larger than 500 mÂ²) and 179,584 islands to be precise.    One of these lakes, Saimaa, is the fifth largest in Europe, Context: There are about 25 airports in Finland with scheduled passenger services. Finnair, Blue1 and Finncomm Airlines provide air services both domestically and internationally","1667, 1579, 1667, 1580, 1667",Northern Europe,
Do women live longer than men?,"Yes, according to the context, women have a longer life expectancy (82 years) than men (75 years).","Context: The life expectancy is 82 years for women and 75 years for men, Context: The life expectancy is 82 years for women and 75 years for men, Context: . An estimated 100 percent of the population, age 10 and older, can read and write, Context: . Males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females. Ronald M. Nowak: Walker's Mammals of the World. Johns Hopkins University Press, 1999 ISBN 0-8018-5789-9, Context: Liechtensteiners have an average life expectancy at birth of 79.68 years (76.1 years for males; 83.28 years for females). The infant mortality rate is 4.64 deaths per 1,000 live births, according to recent estimates","1623, 1623, 2854, 2452, 2854",Yes,
Who did Ford nominate for Vice President?,"Ford nominated Nelson Rockefeller for Vice President in December 1974. This information is not explicitly stated in the provided context, but it is mentioned that Ford became Vice President in October 1973, and later he asked","Context: .    Carter delivered an emotional eulogy at the funeral service at Grace Episcopal Church in East Grand Rapids on January 3, 2007. Ford was also eulogized by Donald Rumsfeld, who was Ford's Chief of Staff, and Richard Norton Smith, Presidential historian, Context: Ford's tenure as Vice President was little noted by the media. Instead, reporters were preoccupied by the continuing revelations about criminal acts during the 1972 presidential election and allegations of cover-ups within the White House, Context: . The invitation-only list of attendees included Vice President Dick Cheney, Michigan Gov. Jennifer Granholm, and U.S. Senators from Michigan Carl Levin and Debbie Stabenow, Context: The Fords and the Nixons in the White House Blue Room following President Nixon's nomination of Ford to be Vice President, October 1973, Context: . Ford asked whether his successor might consider speaking at his funeral and offered, lightheartedly, to do the same for Mr. Carter, depending on who died first""","2109, 2038, 2109, 2036, 2109",Bob Dole,
How many Eagle Scouts were involved in Ford's funeral procession?,About 400 Eagle Scouts were involved in Ford's funeral procession.,"Context: . About 400 Eagle Scouts were part of the funeral procession, where they formed an honor guard as the casket went by in front of the museum, and served as ushers, Context: .    Scouting was so important to Ford that his family asked that Scouts participate in his funeral, Context: .     In subsequent years, Ford received the Distinguished Eagle Scout Award in May 1970 and Silver Buffalo Award from the Boy Scouts of America. He is the only US president who was an Eagle Scout, Context: . About 400 Eagle Scouts were part of the funeral procession, where they formed an honor guard as the casket went by in front of the museum, and served as ushers, Context: .    Scouting was so important to Ford that his family asked that Scouts participate in his funeral","2001, 2001, 2001, 2001, 2001",400,
Is Ford one of only four former Presidents to live to 90 or more years of age ?,"Yes, based on the context provided, Ford is one of only four former Presidents to have lived to 90 or more years of age. The other three are Herbert Hoover, Ronald Reagan, and Jimmy Carter.","Context: His crypt lies at United First Parish Church (also known as the Church of the Presidents) in Quincy, Context: *On November 12, 2006, Ford became the longest-lived President, surpassing Ronald Reagan.    At the time of his death, he had outlived President Reagan by 45 days, Context: .  Until his record was broken by Ronald Reagan in 2001, he was the nation's longest-living President (90 years, 247 days) maintaining that record for 175 years, Context: *Ford had the second longest post-presidency (29 years and 11 months) after Herbert Hoover (31 years and 7 months), Context: .  The record is currently held by former President Gerald Ford, who served less than one term, and who died December 26, 2006 at 93 years, 165 days","702, 2098, 702, 2101, 702",Yes.,
Who is the head of state of Ghana?,"Based on the context information provided, I don't have explicit details about the current head of state of Ghana. The context talks about Kwame Nkrumah, who was the first president of Ghana after it gained independence in","Context: Formed from the merger of the British colony Gold Coast, The Empire of Ashanti and the British Togoland trust territory by a UN sponsored plebiscite, Ghana became the first democratic sub-Sahara country in colonial Africa to gain its independence in 1957, Context: . Kwame Nkrumah, founder and first president of the modern Ghanaian state, was not only an African anti-colonial leader but also one with a dream of a united Africa which would not drift into neo-colonialism, Context: ."" He merged the dreams of both Marcus Garvey and the celebrated African-American scholar W.E.B. Du Bois into the formation of the modern day Ghana, Context: . Introduction to African Civilizations, 2001. Page 201.  and was the source of the name ""Guinea"" (via French Guinoye) used to refer to the West African coast (as in Gulf of Guinea), Context: . Kwame Nkrumah, founder and first president of the modern Ghanaian state, was not only an African anti-colonial leader but also one with a dream of a united Africa which would not drift into neo-colonialism","1347, 1347, 1347, 1334, 1347",President John Agyekum Kofuor,
Where is old Ghana in relation to present Ghana?,Old Ghana was located about 500 miles north of present-day Ghana.,"Context: Upon achieving independence from the United Kingdom in 1957, Peter N. Stearns and William Leonard Langer. The Encyclopedia of World History: Ancient, Medieval, and Modern, Chronologically Arranged, 2001. Page 1050, Context: Map of Ghana, Context: .  the name Ghana was chosen for the new nation to reflect the ancient Empire of Ghana that once extended throughout much of western Africa, Context: Geographically, the old Ghana is 500 miles north of the present Ghana, and occupied the area between Rivers Senegal and Niger, Context: Some inhabitants of present Ghana had ancestors linked with the medieval Ghana. This can be traced down to the Mande and Voltaic people of Northern Ghana--Mamprussi, Dagomba and the Gonja","1336, 1357, 1336, 1338, 1339",500 miles north,
