question,answer,contexts,contexts_ids,ground_truth,goldPassages
Where did Coolidge's grandfather had government offices?,"Yes, Coolidge's grandfather held some local government offices in Plymouth. The specific positions he held are not mentioned in the context.","Context:  Coolidge's grandfather, Calvin Coolidge, held some local government offices in Plymouth and was best remembered as a man with ""a fondness for practical jokes"". Fuess, 14  His grandmother, Sarah Brewer, was also of New England . It is through this ancestor that Coolidge claimed to be descended in part from American Indians. McCoy, 5  Coolidge's father was also a farmer, but spent some time as a schoolteacher and justice of the peace . Fuess, 16  His mother, Victoria Josephine Moor Coolidge, was the daughter of another Plymouth Notch farmer",404,Plymouth,
What fraternity was Coolidge a member of?,"Yes, Coolidge was a member of the Fraternity of Phi Gamma Delta. The context mentions that while at Amherst College, Coolidge joined this fraternity.","Context:  Coolidge graduated from Black River Academy, Vermont, but failed his initial entrance exam to Amherst College.  Vermont Historical Society biography of Calvin Coolidge accessed December 6 2007  He spent one term at St . Johnsbury Academy, Vermont before entering Amherst.  Accomplished alumni. Amherst College, where he was a member of the Fraternity of Phi Gamma Delta. Retrieved on May 18, 2007  He dropped John from his name upon graduating from college . At Amherst, Coolidge became a member of the Fraternity of Phi Gamma Delta and joined the College Republicans in 1892. White, 35  While there, Coolidge met Dwight Morrow, who would become a life-long friend",405,Phi Gamma Delta,
"In addition to Port Royal, where else did Samuel de Champlain establish a S08_settlement?","No, the context does not provide information about Samuel de Champlain establishing any settlements beyond Port Royal. The context is focused on Pascal's life and beliefs, with no mention of other French colonial activities.","Context: Pascal made himself an armorial emblem of an eye surrounded by a crown of thorns, with the inscription Scio cui credidiâ""I know whom I have believed."" Sainte-Beuve, Port-Royal, III, 173f.; Beard, Charles, Port-Royal, I 84  .   His beliefs renewed, he set his mind to write his final, unfinished testament, the PensÃ©es",255,Quebec City,
What is Canada's national unemployment rate?,The national unemployment rate of Canada is 5.9%.,"Context: . Since the early 1990's, the Canadian economy has been growing rapidly with low unemployment and large government surpluses on the federal level  . Today Canada closely resembles the US in its market-oriented economic system, pattern of production, and high living standards.  While as of October 2007, Canada's national unemployment rate of 5.9% is its lowest in 33 years  . Provincial unemployment rates vary from a low of 3.6% in Alberta to a high of 14.6% in Newfoundland and Labrador",2336,"While as of October 2007, Canada's national unemployment rate of 5.9% is its lowest in 33 years. Provincial unemployment rates vary from a low of 3.6% in Alberta to a high of 14.6% in Newfoundland and Labrador. ",
How do cuba and declining participation relate?,"No, the context does not provide a relationship between Cuba and Canada's declining participation in the Iraq War. The context only mentions that Canada maintained full relations with Cuba and declined participation in the Iraq War, but it does not connect these two","Context: Canada and the United States share the world's longest undefended border, co-operate on military campaigns and exercises, and are each other's largest trading partners  . Canada has nevertheless maintained an independent foreign policy, most notably maintaining full relations with Cuba and declining participation in the Iraq War . Canada also maintains historic ties to the United Kingdom and France and to other former British and French colonies through Canada's membership in the Commonwealth of Nations and La Francophonie (French-Speaking Countries)",2310,Canada maintains full relations with both.,
Did continental European immigrants not S08_settle the prairies ?,"Yes, according to the context, continental European immigrants did settle the prairies. This was facilitated by the Canadian government under Liberal Prime Minister Wilfrid Laurier through policies such as the Dominion Lands Act and the establishment of","Context: . To open the West, the government sponsored construction of three trans-continental railways  (most notably the Canadian Pacific Railway), opened the prairies to settlement with the Dominion Lands Act, and established the North West Mounted Police to assert its authority over this territory  .   In 1898, after the Klondike Gold Rush in the Northwest Territories, the Canadian government decided to create the Yukon territory as a separate territory in the region to better control the situation  . Under Liberal Prime Minister Wilfrid Laurier, continental European immigrants settled the prairies, and Alberta and Saskatchewan became provinces in 1905",2290,no,
Who is Daffy Duck?,"Yes, Daffy Duck is a silly cartoon character duck from fiction. He is likely well-known because ducks are seen as an inherently funny animal in many languages due to their odd appearance compared to other birds, which was discovered","Context:  In 2002, psychologist Richard Wiseman and colleagues at the University of Hertfordshire (UK) finished a year-long LaughLab experiment, concluding that, of the animals in the world, the duck is the type that attracts most humor and silliness; he said ""If you're going to tell a joke involving an animal, make it a duck ."" The word ""duck"" may have become an inherently funny word in many languages because ducks are seen as a silly animal, and their odd appearance compared to other birds . Of the many ducks in fiction, many are silly cartoon characters like Daffy Duck (see the New Scientist article  mentioning humor in the word ""duck"")",3189,A silly cartoon character,
What are some common predators of ducks?,"Yes, there are several common predators of ducks. The context does not provide an exhaustive list, but it is mentioned that ducks are birds, and thus they can have various natural enemies. For instance, birds of prey such as h","Context:  Duck is the common name for a number of species in the Anatidae family of birds. The ducks are divided between several subfamilies listed in full in the Anatidae article . Ducks are mostly aquatic birds, mostly smaller than their relatives the swans and geese, and may be found in both fresh water and sea water",3163,"Pike, crocodilians, herons, hawks and eagles.",
What expression is part of a conceptual framework for testing computer systems?,"Yes, the Duck test is an expression that forms part of a conceptual framework used for testing computer systems. This test tries to determine what something is based on its behavior, which is particularly useful when traditional means of identification may not be applicable or","Context:  The expression is part of a conceptual framework for testing (see Duck test) of some computer systems . In a sense, this usage results from a need for 'behavioral' analysis of an entity (virtual or otherwise) in an attempt to know what it is or whether it is what is 'claimed' of it (by itself or another) . One can even argue several philosophical points (see Operational definition)",3193,Quacks like a duck,
Are there a large number of Jews living in Egypt today?,"No, there are not a large number of Jews living in Egypt today. Based on the context provided, the Jewish Community Council (JCC) of Cairo reported that Jews in Egypt number less than 500.","Context: Egypt was once home to one of the oldest Jewish communities in the world  . Egyptian Jews, who were mostly Karaites, partook of all aspects of Egypt's social, economic and political life; one of the most ardent Egyptian nationalists, Yaqub Sanu' (Abu Naddara), was a Jew, as were famous musician Dawoud Husni, popular singer Leila Mourad, and prominent filmmaker Togo Mizrahi  . For a while, Jews from across the Ottoman Empire and Europe were attracted to Egypt due to the relative harmony that characterized the local religious landscape in the 19th and early 20th centuries . After the 1956 Suez Crisis, a great number of Jews were expelled by Gamal Abdel Nasser, many of whom holding official Egyptian citizenship. Their Egyptian citizenship was revoked and their property was confiscated . A steady stream of migration of Egyptian Jews followed, reaching a peak after the Six-Day War with Israel in 1967. Today, Jews in Egypt number less than 500. Jewish Community Council (JCC) of Cairo.  Bassatine News. 2006",918,no,
Does snow fall in Egypt?,"No, according to the context, snow only falls in the highest western mountains of Romania, with an average precipitation of over 750 mm per year. There is no mention of any precipitation in Egypt, therefore it can be assumed","Context:  Precipitations are average over 750 mm per year only on the highest western mountains - much of it falling as snow which allows for an extensive skiing industry . In the south-centern parts of the country (around Bucharest) the level of precipitation drops to around 600 mm,    The 2004 yearbook of Romanian National Institute of Statistics  while in the Danube Delta, rainfall levels are very low, and average only around 370 mm",3101,Yes.,
How much do elephants weight at birth?,"No, the text does not provide information about an elephant's weight at birth.","Context: The feet of an elephant are nearly round. African elephants have three nails on each hind foot, and four on each front foot. Indian elephants have four nails on each hind foot and five on each front foot  . Beneath the bones of the foot is a tough, gelatinous material that acts as a cushion or shock absorber. Under the elephant's weight the foot swells, but it gets smaller when the weight is removed . An elephant can sink deep into mud, but can pull its legs out readily  because its feet become smaller when they are lifted",1230,120 kilograms,
What are the elephant's ears important for?,"Yes, the elephant's ears are important for temperature regulation. They have a rich network of blood vessels and flap them to create a breeze that cools the surface blood vessels, which in turn cools the rest of the animal's","Context: The large flapping ears of an elephant are also very important for temperature regulation. Elephant ears are made of a very thin layer of skin stretched over cartilage and a rich network of blood vessels  . On hot days, elephants will flap their ears constantly, creating a slight breeze. This breeze cools the surface blood vessels, and then the cooler blood gets circulated to the rest of the animal's body  . The hot blood entering the ears can be cooled as much as ten degrees Fahrenheit before returning to the body. Differences in the ear sizes of African and Asian elephants can be explained, in part, by their geographical distribution . Africans originated and stayed near the equator, where it is warmer. Therefore, they have bigger ears. Asians live farther north, in slightly cooler climates, and thus have smaller ears",1234,temperature regulation,
What land animal is larger than an elephant?,"No, there is no land animal larger than an elephant based on the provided context. The largest land animal is the elephant, with the biggest one ever recorded weighing about 12,000 kg and having a shoulder height of","Context:  Elephants are mammals, and the largest land animals alive today.    The elephant's gestation period is 22 months, the longest of any land animal. At birth it is common for an elephant calf to weigh 120 kilograms (265 lb) .  An elephant may live as long as 70 years, sometimes longer. The largest elephant ever recorded was shot in Angola in 1956. This male weighed about 12,000 kg (26,400 lb),    with a shoulder height of 4.2 m (13 .8 ft), a metre (3 ft 4 in) taller than the average male African elephant.    The smallest elephants, about the size of a calf or a large pig, were a prehistoric species that lived on the island of Crete during the Pleistocene epoch. Bate, D.M.A. 1907",1177,"None, the elephant is the largest land animal.",
Name an animal that is growing in number due to recent conservation efforts,"Yes, the Golden Eagle is one such animal. This is because of careful conservation and the establishment of vast national parks which has led to an increase in its numbers in recent years.","Context: Due to hunting and persecution in history, many animals such as the Golden Eagle, Brown Bear and Eurasian Lynx all experienced significant declines in population  . However, their numbers have increased again in the 2000s, mainly as a result of careful conservation and the establishment of vast national parks",1589,"Golden Eagle, Brown Bear, or Eurasian Lynx (Change imperative to interrogative)",
Where is Finland located?,"Finland is located in Northern Europe, near the Arctic Circle. This is suggested by the context as it mentions Lapland, which is a region that spans the northern parts of Norway, Sweden, Finland and Russia, close to the Arctic","Context:  Finland is a country of thousands of lakes and islands; 187,888 lakes (larger than 500 mÂ²) and 179,584 islands to be precise.    One of these lakes, Saimaa, is the fifth largest in Europe . The Finnish landscape is mostly flat with few hills and its highest point, the Halti at 1,324 metres, is found in the extreme north of Lapland at the border between Finland and Norway",1580,Northern Europe,
Do women live longer than men?,"Yes, they do. On average, women live 7 years longer than men due to biological and societal factors that contribute to their longer lifespan. In this case, the life expectancy for women is 82 years, while it",Context:  The life expectancy is 82 years for women and 75 years for men,1623,Yes,
Who did Ford nominate for Vice President?,"No, the context does not mention who Ford nominated for Vice President, as it focuses on Coolidge's nomination in 1920. I don't have information about Ford's Vice Presidential nominations since he was not","Context: . Sobel, 152â153  Coolidge was one such candidate, and while he placed as high as sixth in the voting, the powerful party bosses never considered him a serious candidate. After ten ballots, the delegates settled on Senator Warren G  . Harding of Ohio as their nominee for President. Fuess, 259â260  When the time came to select a Vice Presidential nominee, the party bosses had also made a decision on who they would nominate: Senator Irvine Lenroot of Wisconsin  . Fuess, 261  A delegate from Oregon, Wallace McCamant, having read Have Faith in Massachusetts, proposed Coolidge for Vice President instead.  The suggestion caught on quickly, and Coolidge found himself unexpectedly nominated. Fuess, 262â264",426,Bob Dole,
How many Eagle Scouts were involved in Ford's funeral procession?,About 400. The context states that approximately 400 Eagle Scouts participated in Gerald Ford's funeral as honor guards and ushers.,"Context: Ford joined the Boy Scouts of America, and attained that program's highest rank, Eagle Scout. He always regarded this as one of his proudest accomplishments, even after attaining the White House  .     In subsequent years, Ford received the Distinguished Eagle Scout Award in May 1970 and Silver Buffalo Award from the Boy Scouts of America. He is the only US president who was an Eagle Scout  .    Scouting was so important to Ford that his family asked that Scouts participate in his funeral . About 400 Eagle Scouts were part of the funeral procession, where they formed an honor guard as the casket went by in front of the museum, and served as ushers",2001,400,
Is Ford one of only four former Presidents to live to 90 or more years of age ?,"Yes, according to the context provided, Ford is one of only four former Presidents to live to 90 or more years of age. This can be inferred as he is included in the list along with Ronald Reagan (93), John","Context:  *Ford is one of only four former Presidents to live to 90 or more years of age. The others are Ronald Reagan (93), John Adams (90) and Herbert Hoover (90)",2103,Yes.,
Who is the head of state of Ghana?,President John Agyekum Kufuor is the head of state of Ghana. This is explicitly stated in the context as he is named as the current president and leader of the country since independence.,"Context:  Ghana is a republic and member of the Commonwealth of Nations. Its head of state is President John Agyekum Kufuor, the ninth leader of the country since independence. The government sits at Osu Castle . The Parliament of Ghana is unicameral and dominated by two main parties, the New Patriotic Party and National Democratic Congress",1349,President John Agyekum Kofuor,
Where is old Ghana in relation to present Ghana?,"No, the context does not provide enough information to determine the exact geographical location of the ancient Empire of Ghana in relation to present-day Ghana. The name ""Ghana"" for the modern nation was chosen to honor the historical significance","Context: Upon achieving independence from the United Kingdom in 1957, Peter N. Stearns and William Leonard Langer. The Encyclopedia of World History: Ancient, Medieval, and Modern, Chronologically Arranged, 2001. Page 1050  .  the name Ghana was chosen for the new nation to reflect the ancient Empire of Ghana that once extended throughout much of western Africa",1336,500 miles north,
Why do wolves howl?,"Yes, for communication. Wolves howl to communicate with other pack members during the breeding season and rearing process. Pups also howl when they emerge from their dens as a form of early communication. This howling becomes less indis","Context: . Studies also show that wolves howl more frequently during the breeding season and subsequent rearing process  . The pups themselves begin howling soon after emerging from their dens and can be provoked into howling sessions easily over the following two months  . Such indiscriminate howling usually is intended for communication, and does not harm the wolf so early in its life.  Howling becomes less indiscriminate as wolves learn to distinguish howling pack members from rival wolves",1067,"Howling helps pack members keep in touch, allowing them to communicate effectively in thickly forested areas or over great distances. Howling also helps to call pack members to a specific location. Howling can also serve as a declaration of territory, as shown in a dominant wolf&apos;s tendency to respond to a human imitation of a ""rival"" wolf in an area the wolf considers its own. ",
Why is it beneficial for alpha males and females to forcefully prevent other wolves from mating?,"No, the text does not explicitly state why it's beneficial. It only mentions that they do prevent other wolves from mating to maintain their status as the alpha pair. The reason for this behavior can be inferred as a way to","Context:  Generally, mating occurs between January and April â the higher the latitude, the later it occurs.  A pack usually produces a single litter unless the alpha male mates with one or more subordinate females . During the mating season, breeding wolves become very affectionate with one another in anticipation of the female's ovulation cycle. The pack tension rises as each mature wolf feels urged to mate . During this time, in fact, the alpha male and alpha female may be forced to prevent other wolves from mating with one another",1039,A pack can only suppport one littler per year,
What did Cleveland's opponents say in 1884 to counter his innocent image?,"No, the context does not provide explicit details about what Cleveland's opponents said to counter his innocent image. The text only mentions that Cleveland won the Presidency in the 1884 election with support from both Democrats and reform-","Context:  Cleveland won the Presidency in the 1884 election with the unusual combination of support from both Democrats and reform-minded Republicans called ""Mugwumps"" who denounced his opponent, former Senator James G. Blaine of Maine, as corrupt",480,That he had fathered an illegitimate child,
Who were Grover Cleveland's parents?,"I don't have this information based on the provided context. The text only mentions Cleveland's connection to Maria Crofts Halpin and her child, but it doesn't include any details about his parents.","Context: Cleveland admitted to paying child support in 1874 to Maria Crofts Halpin, the woman who claimed he fathered her child named Oscar Folsom Cleveland  . Halpin was involved with several men at the time, including Cleveland's law partner and mentor, Oscar Folsom, for whom the child was named . (Cleveland may not have been the father and is believed to have assumed responsibility because he was the only bachelor among them .) After Cleveland's election as President, Democratic newspapers added a line to the chant used against Cleveland and made it: ""Ma, Ma, where's my Pa? Gone to the White House! Ha Ha Ha!""",482,"Cleveland was born in Caldwell, New Jersey to the Reverend Richard Cleveland and Anne Neal.",
"Did the team , sedating Cleveland with nitrous oxide -LRB- laughing gas -RRB- , not remove his upper left jaw and portions of his hard palate ?","No, they did. The text states that ""the team, sedating Cleveland with nitrous oxide (laughing gas), removed his upper left jaw and portions of his hard palate.""","Context: . Edward Janeway, operated aboard E. C. Benedict's yacht Oneida as it sailed off Long Island. The surgery was conducted through the President's mouth, to avoid any scars or other signs of surgery  . The team, sedating Cleveland with nitrous oxide (laughing gas), removed his upper left jaw and portions of his hard palate. The size of the tumor and the extent of the operation left Cleveland's mouth severely disfigured  . During another surgery, an orthodontist fitted Cleveland with a hard rubber prosthesis that corrected his speech and covered up the surgery",519,yes,
Did he not die at the age of 55 in Le Croisic ?,"Yes, Becquerel did die at the age of 55 in Le Croisic. The context states that ""He died at the age of 55 in Le Croisic"" and does not provide any information contradicting","Context:  In 1908, the year of his death, Becquerel was elected Permanent Secretary of the AcadÃ©mie des Sciences. He died at the age of 55 in Le Croisic",835,Yes he died at the age of 55,
When did Islam become the dominant religion in Java and Sumatra?,"Yes, according to the context, Islam became the dominant religion in Java and Sumatra by the end of the 16th century. This is mentioned in Ricklefs (1991), pages 3 to 14. The","Context:  Although Muslim traders first traveled through South East Asia early in the Islamic era, the earliest evidence of Islamized populations in Indonesia dates to the 13th century in northern Sumatra . Ricklefs (1991), pages 3 to 14  Other Indonesia areas gradually adopted Islam which became the dominant religion in Java and Sumatra by the end of the 16th century . For the most part, Islam overlaid and mixed with existing cultural and religious influences, which shaped the predominant form of Islam in Indonesia, particularly in Java",766,the end of the 16th century,
Is it true that indonesia has vast areas of wilderness?,"Yes, Indonesia does have vast areas of wilderness. This is stated explicitly in the context, which mentions that Indonesia has ""vast areas of wilderness that support the world's second highest level of biodiversity.""","Context: . However, sectarian tensions and separatism have led to violent confrontations that have undermined political and economic stability  . Despite its large population and densely populated regions, Indonesia has vast areas of wilderness that support the world's second highest level of biodiversity  . The country is richly endowed with natural resources, yet poverty is a defining feature of contemporary Indonesia",753,yes,
Is it the world 's fourth most populous country and the most populous muslim-majority nation?,"Yes, Indonesia is indeed the world's fourth most populous country with over 234 million people. It is also the most populous Muslim-majority nation, although it's important to note that Indonesia is officially not an Islamic","Context:  The Republic of Indonesia ( ) ( ), is a nation in Southeast Asia. Comprising 17,508 islands, it is the world's largest archipelagic state . With a population of over 234 million people, it is the world's fourth most populous country and the most populous Muslim-majority nation, although officially it is not an Islamic state. Indonesia is a republic, with an elected parliament and president . The nation's capital city is Jakarta. The country shares land borders with Papua New Guinea, East Timor and Malaysia. Other neighboring countries include Singapore, the Philippines, Australia, and the Indian territory of the Andaman and Nicobar Islands",751,yes,
Did Monroe' wedding happen at the Trinity Church in New York?,"Yes, James Monroe married Elizabeth Kortright on February 16, 1786 at the Trinity Church in New York.","Context: .  After graduating from William and Mary in 1776, Monroe fought in the Continental Army, serving with distinction at the Battle of Trenton, where he was shot in his left shoulder  . He is depicted holding the flag in the famous painting of Washington Crossing the Delaware. Following his military service, he practiced law in Fredericksburg, Virginia  . James Monroe married Elizabeth Kortright on February 16, 1786 at the Trinity Church in New York",2507,Yes,
In which years were John Monroe elected as President?,"No, John Monroe was not mentioned in the context. The presidency of John Adams was discussed in the book by Ralph A. Brown, published in 1988. John Monroe's presidency is not covered in this context","Context:  * Brown, Ralph A. The Presidency of John Adams. (1988). Political narrative",708,1817-1825,
What did James Monroe's letters not contain?,"James Monroe's surviving letters do not contain discussions of religion. This is known because most of his correspondence with his wife was burned, and no other letters from friends, family, or associates mention his religious beliefs. Even letters written during personal","Context: When it comes to Monroe's ...thoughts on religion, Bliss Isely comments in his The Presidents: Men of Faith, ""less is known than that of any other President  ."" He burned much of his correspondence with his wife, and no letters survive in which he might have discussed his religious beliefs. Nor did his friends, family or associates write about his beliefs  . Letters that do survive, such as ones written on the occasion of the death of his son, contain no discussion of religion",2524,No letters survive in which he might have discussed his religious beliefs.,
Had Monroe racked up many debts during his years of public life ?,"Yes, according to the context, Monroe had indeed accrued many debts during his time in public life. This is explicitly stated in the text.","Context: Monroe had racked up many debts during his years of public life  . As a result, he was forced to sell off his Highland Plantation (now called Ash Lawn-Highland; it is owned by his alma mater, the College of William and Mary, which has opened it to the public)  . Throughout his life, he was not financially solvent, and his wife's poor health made matters worse.  For these reasons, he and his wife lived in Oak Hill until Elizabeth's death on September 23, 1830",2521,yes,
"Four years after opening his shop , Watt began what?","Yes, Watt began developing and improving his steam engine four years after opening his shop. The text states that Watt opened his shop in 1757 and started working on his steam engine in 1761.",Context:  Four subsequent reports were published in the following years:,2675,"Watt began to experiment with steam after his friend, Professor John Robison, called his attention to it.",
Was Adams the first to introduce a bicameral legislature?,"Yes, according to the context, John Adams was the first to introduce a bicameral legislature in the Massachusetts Constitution of 1780.","Context:  Massachusetts's new constitution, ratified in 1780 and written largely by Adams himself, structured its government most closely on his views of politics and society. Ronald M. Peters . The Massachusetts Constitution of 1780: A Social Compact (1978) p 13 says Adams was its ""principal architect.""  It was the first constitution written by a special committee and ratified by the people .  It was also the first to feature a bicameral legislature, a clear and distinct executive with a partial (2/3) veto (although he was restrained by an executive council), and a distinct judicial branch",666,Yes.,
In what ways was Adams opposed by Anderw Hamilton?,"No, according to the context, Andrew Hamilton did not outright oppose John Adams. Instead, he supported him reluctantly, viewing him as the lesser of two evils compared to Thomas Jefferson. However, Hamilton and his followers did hold a grud","Context:  During the presidential campaign of 1796 Adams was the presidential candidate of the Federalist Party and Thomas Pinckney, the Governor of South Carolina, his running mate . The federalists wanted Adams as their presidential candidate to crush Thomas Jefferson's bid. Most federalists would have preferred Hamilton to be a candidate.  Although Hamilton and his followers supported Adams, they also held a grudge against him .  They did consider him to be the lesser of the two evils",675,Hamilton wanted to control the army differently than Adams,
"The John Adams Library , housed at the Boston Public Library , contains what?","The John Adams Library houses Adams's personal collection of more than 3,500 volumes in eight languages, many of which are extensively annotated by him. This means that the library primarily consists of books that were owned and marked","Context:  * The  John Adams Library, housed at the Boston Public Library, contains Adams's personal collection of more than 3,500 volumes in eight languages, many of which are extensively annotated by Adams",723,"Adams's personal collection of more than 3,500 volumes",
"What do kangaroos use for ""crawl-walking?""","No, the context does not provide any information about kangaroos using their limbs for crawling or walking. The context is mainly about Singapore's urban development and planning history.","Context: The south of Singapore, around the mouth of the Singapore River and what is now the Downtown Core, used to be the only concentrated urban area, while the rest of the land was either undeveloped tropical rainforest or used for agriculture  . Since the 1960s, the government has constructed new residential towns in outlying areas, resulting in an entirely built-up urban landscape. The Urban Redevelopment Authority was established on 1 April 1974, responsible for urban planning",2730,its hind feet,
Do kangaroos eat plants?,"Yes, kangaroos do eat plants. According to the context, eastern grey kangaroos are predominantly grazers eating a wide variety of grasses, while some other species include significant amounts of shrubs in their diet. Additionally","Context:  Different species of kangaroos eat different diets.  Eastern grey kangaroos are predominantly grazers eating a wide variety of grasses whereas some other species (e.g. red kangaroos and swamp wallabies) include significant amounts of shrubs in the diet . The smaller species of kangaroos also consume hypogeal fungi.  Many species are nocturnal  Archives URL accessed January 7, 2007.  and crepuscular,  Columbus Zoo article URL accessed January 7, 2007 .  usually spending the days resting in shade and the cool evenings, nights and mornings moving about and feeding",1741,yes,
What method is used by Kangaroos to travel?,"Yes, kangaroos use hopping as their mode of travel. This fast and energy-efficient locomotion helps them cover large distances in search of food and water. They can reach speeds up to 70 km/h and maintain","Context:  Kangaroos are the only large animals to use hopping as a means of locomotion . The comfortable hopping speed for Red Kangaroo is about 20 25 km/h (13 16 mph), but speeds of up to 70 km/h (44 mph) can be attained, over short distances, while it can sustain a speed of 40 km/h (25 mph) for  nearly two kilometres .    This fast and energy-efficient method of travel has evolved because of the need to regularly cover large distances in search of food and water, rather than the need to escape predators",1738,hopping,
Was the game of Marn grook played using a ball made from kangaroo by the Kurnai people ?,"Yes, the game of Marn grook was played using a ball made from kangaroo by the Kurnai people. This is explicitly stated in the context.","Context: Before European settlement, the kangaroo was a very important animal for Australian Aborigines, for its meat, hide, bones and sinews. In addition, there were important Dreaming stories and ceremonies involving the kangaroo  .  Aherrenge is a current kangaroo dreaming site in the Northern Territory. The game of Marn grook was played using a ball made from kangaroo  by the Kurnai people",1755,yes,
