question,answer,contexts,contexts_ids,ground_truth,goldPassages
Where did Coolidge's grandfather had government offices?,"Yes, Coolidge's grandfather held some local government offices. Specifically, he held these offices in Plymouth.","Context: Coolidge's grandfather, Calvin Coolidge, held some local government offices in Plymouth and was best remembered as a man with ""a fondness for practical jokes"". Fuess, 14  His grandmother, Sarah Brewer, was also of New England, Context: . Did he support these measures while president? No, because in the 1920s, such matters were considered the responsibilities of state and local governments."" Sobel, Robert.  Coolidge and American Business. John F. Kennedy Library and Museum","404, 442",Plymouth,
What fraternity was Coolidge a member of?,"Yes, Coolidge was a member of the Fraternity of Phi Gamma Delta. This information is provided in the context when it mentions that ""At Amherst, Coolidge became a member of the Fraternity of Phi","Context: Coolidge graduated from Black River Academy, Vermont, but failed his initial entrance exam to Amherst College.  Vermont Historical Society biography of Calvin Coolidge accessed December 6 2007  He spent one term at St, Context: . At Amherst, Coolidge became a member of the Fraternity of Phi Gamma Delta and joined the College Republicans in 1892. White, 35  While there, Coolidge met Dwight Morrow, who would become a life-long friend","405, 405",Phi Gamma Delta,
"In addition to Port Royal, where else did Samuel de Champlain establish a S08_settlement?","Yes, Samuel de Champlain established a settlement in Quebec City. This is stated in the context as he founded it in 1608, which became the capital of Canada.","Context: French explorer Samuel de Champlain arrived in 1603 and established the first permanent European settlements at Port Royal in 1605 and Quebec City in 1608. These would become respectively the capitals of Acadia and Canada, Context: French explorer Samuel de Champlain arrived in 1603 and established the first permanent European settlements at Port Royal in 1605 and Quebec City in 1608. These would become respectively the capitals of Acadia and Canada","2280, 2280",Quebec City,
What is Canada's national unemployment rate?,The national unemployment rate of Canada is 5.9%. This is stated in the context as its lowest in 33 years as of October 2007.,"Context: . Provincial unemployment rates vary from a low of 3.6% in Alberta to a high of 14.6% in Newfoundland and Labrador, Context: . Today Canada closely resembles the US in its market-oriented economic system, pattern of production, and high living standards.  While as of October 2007, Canada's national unemployment rate of 5.9% is its lowest in 33 years","2336, 2336","While as of October 2007, Canada's national unemployment rate of 5.9% is its lowest in 33 years. Provincial unemployment rates vary from a low of 3.6% in Alberta to a high of 14.6% in Newfoundland and Labrador. ",
How do cuba and declining participation relate?,"No, the context does not provide information about Cuba or declining participation. The context discusses Canada's historic ties to the United Kingdom and France, as well as its membership in the Commonwealth of Nations and La Francophonie (French-","Context: . Canada also maintains historic ties to the United Kingdom and France and to other former British and French colonies through Canada's membership in the Commonwealth of Nations and La Francophonie (French-Speaking Countries), Context: *Much of the material in these articles comes from the CIA World Factbook 2006 and the 2005 U.S. Department of State website","2310, 3158",Canada maintains full relations with both.,
Did continental European immigrants not S08_settle the prairies ?,"No, according to the context, continental European immigrants did settle the prairies. The context states: ""Under Liberal Prime Minister Wilfrid Laurier, continental European immigrants settled the prairies, and Alberta and Sask","Context: . Under Liberal Prime Minister Wilfrid Laurier, continental European immigrants settled the prairies, and Alberta and Saskatchewan became provinces in 1905, Context: . Under Liberal Prime Minister Wilfrid Laurier, continental European immigrants settled the prairies, and Alberta and Saskatchewan became provinces in 1905","2290, 2290",no,
Who is Daffy Duck?,"Yes, Daffy Duck is a silly cartoon character duck. He's one of the most popular characters created by Warner Bros., first appearing in 1937 in the animated short ""Porky's Duck","Context: In 2002, psychologist Richard Wiseman and colleagues at the University of Hertfordshire (UK) finished a year-long LaughLab experiment, concluding that, of the animals in the world, the duck is the type that attracts most humor and silliness; he said ""If you're going to tell a joke involving an animal, make it a duck, Context: . Of the many ducks in fiction, many are silly cartoon characters like Daffy Duck (see the New Scientist article  mentioning humor in the word ""duck"")","3189, 3189",A silly cartoon character,
What are some common predators of ducks?,"Yes, ducks have several common predators. Ducklings, in particular, are easy prey for various animals due to their inability to fly. Among these predators are large fish like pike and crocodilians, as well as av","Context: When pursuing large prey, wolves generally attack from all angles, targeting the necks and sides of their prey. Wolf packs test large populations of prey species by initiating a chase, targeting less-fit prey, Context: . Ducklings are particularly vulnerable, since their inability to fly makes them easy prey not only for avian hunters but also large fish like pike, crocodilians,  and other aquatic hunters, including fish-eating birds such as herons","1089, 3175","Pike, crocodilians, herons, hawks and eagles.",
What expression is part of a conceptual framework for testing computer systems?,"Yes, the expression ""If it looks like a duck, swims like a duck, and quacks like a duck, then it probably is a duck"" is part of a conceptual framework for testing computer systems, known as the Duck test","Context: The expression is part of a conceptual framework for testing (see Duck test) of some computer systems, Context: The expression is part of a conceptual framework for testing (see Duck test) of some computer systems","3193, 3193",Quacks like a duck,
Are there a large number of Jews living in Egypt today?,"No, there are not a large number of Jews living in Egypt today. This is because many Jews left Egypt following the Six-Day War with Israel in 1967, leading to a significant decrease in their population. Today, the Jewish","Context: . For a while, Jews from across the Ottoman Empire and Europe were attracted to Egypt due to the relative harmony that characterized the local religious landscape in the 19th and early 20th centuries, Context: . A steady stream of migration of Egyptian Jews followed, reaching a peak after the Six-Day War with Israel in 1967. Today, Jews in Egypt number less than 500. Jewish Community Council (JCC) of Cairo.  Bassatine News. 2006","918, 918",no,
Does snow fall in Egypt?,"Yes, according to the context, snow does fall in some parts of Egypt. More specifically, it falls on the mountains of Sinai and occasionally in some of the north coastal cities such as Damietta, Baltim, and Sidi Barr","Context: . and rarely in Alexandria, frost is also known in mid-Sinai and mid-Egypt, Context: . On a very thin strip of the northern coast the rainfall can be as high as  , all between November and March. Snow falls on Sinai's mountains and some of the north coastal cities such as Damietta, Baltim, Sidi Barrany, etc","944, 944",Yes.,
How much do elephants weight at birth?,"No, the context does not provide information about an elephant's birth weight.","Context: . Beneath the bones of the foot is a tough, gelatinous material that acts as a cushion or shock absorber. Under the elephant's weight the foot swells, but it gets smaller when the weight is removed, Context: *  African Elephant Database â For current info on African elephant distribution and numbers","1230, 1332",120 kilograms,
What are the elephant's ears important for?,"Yes, the elephant's ears are important for thermoregulation. Elephants have a large surface area in their ears which helps dissipate heat and maintain body temperature. Additionally, they use their ears to communicate, intimidate pred","Context: Successful hybridisation between African and Asian Elephant species is much more unlikely, as is animal hybridization across different genera in general, Context: The ears are also used in certain displays of aggression and during the males' mating period. If an elephant wants to intimidate a predator or rival, it will spread its ears out wide to make itself look more massive and imposing","1185, 1235",temperature regulation,
What land animal is larger than an elephant?,"No, because an elephant is the largest land animal, reaching up to 7,000 kg (7.7 tons) in weight and 4 m (13 ft) in height.","Context: Elephants are mammals, and the largest land animals alive today.    The elephant's gestation period is 22 months, the longest of any land animal. At birth it is common for an elephant calf to weigh 120 kilograms (265 lb), Context: . In fact, it is the largest land animal in the world, standing up to 4 m (13 ft) at the shoulder and weighing approximately 7,000 kg (7.7 tons). The average male stands about 3 m (10 ft) tall at the shoulder and weighs about 5500â6000 kg (6.1â6","1177, 1192","None, the elephant is the largest land animal.",
Name an animal that is growing in number due to recent conservation efforts,"Yes, tigers are an example of an animal whose numbers are increasing due to recent conservation efforts. This is mainly a result of careful conservation and the establishment of vast national parks in their habitats.","Context: . However, their numbers have increased again in the 2000s, mainly as a result of careful conservation and the establishment of vast national parks, Context: . However, their numbers have increased again in the 2000s, mainly as a result of careful conservation and the establishment of vast national parks","1589, 1589","Golden Eagle, Brown Bear, or Eurasian Lynx (Change imperative to interrogative)",
Where is Finland located?,"Yes, based on the context, Finland is located near the Atlantic Ocean, close enough to be warmed by the Gulf Stream. This is suggested in the detailed map of Finland provided in the context image.","Context: . Finland is near enough to the Atlantic Ocean to be continuously warmed by the Gulf Stream, which explains the unusually warm climate considering the absolute latitude, Context: [[Image:Finland 1996 CIA map.jpg|thumb|upright|Detailed map of Finland.  See also:  Atlas of Finland]]","1590, 1579",Northern Europe,
Do women live longer than men?,"Yes, women live longer than men because the life expectancy for women is 82 years, while for men it is only 75 years. This means that, on average, women live 7 years longer than men.","Context: The life expectancy is 82 years for women and 75 years for men, Context: The life expectancy is 82 years for women and 75 years for men","1623, 1623",Yes,
Who did Ford nominate for Vice President?,"No, the context does not provide information on who Ford nominated for Vice President. Instead, it mentions that Ford's tenure as Vice President was little noted by the media, focusing instead on the Watergate scandal and allegations of cover-","Context: . Immediately after taking the oath of office in the East Room of the White House, he spoke to the assembled audience in a speech broadcast live to the nation, Context: Ford's tenure as Vice President was little noted by the media. Instead, reporters were preoccupied by the continuing revelations about criminal acts during the 1972 presidential election and allegations of cover-ups within the White House","2041, 2038",Bob Dole,
How many Eagle Scouts were involved in Ford's funeral procession?,"Yes, about 400 Eagle Scouts were involved in Ford's funeral procession. This can be inferred from the context as it mentions that ""About 400 Eagle Scouts were part of the funeral process","Context: . About 400 Eagle Scouts were part of the funeral procession, where they formed an honor guard as the casket went by in front of the museum, and served as ushers, Context: . About 400 Eagle Scouts were part of the funeral procession, where they formed an honor guard as the casket went by in front of the museum, and served as ushers","2001, 2001",400,
Is Ford one of only four former Presidents to live to 90 or more years of age ?,"Yes, based on the context provided, Ford is one of only four former U.S. Presidents who have lived to be 90 years old or older, along with Ronald Reagan (who lived to 93), John Adams (who","Context: *Ford is one of only four former Presidents to live to 90 or more years of age. The others are Ronald Reagan (93), John Adams (90) and Herbert Hoover (90), Context: *Ford is one of only four former Presidents to live to 90 or more years of age. The others are Ronald Reagan (93), John Adams (90) and Herbert Hoover (90)","2103, 2103",Yes.,
Who is the head of state of Ghana?,"Yes, the head of state of Ghana is President John Agyekum Kufuor. He is the ninth leader of the country since independence. This information is provided in the context.","Context: . The Parliament of Ghana is unicameral and dominated by two main parties, the New Patriotic Party and National Democratic Congress, Context: Ghana is a republic and member of the Commonwealth of Nations. Its head of state is President John Agyekum Kufuor, the ninth leader of the country since independence. The government sits at Osu Castle","1349, 1349",President John Agyekum Kofuor,
Where is old Ghana in relation to present Ghana?,"No, the text does not provide information on the exact location of Old Ghana in relation to Present Ghana. However, it does mention that some inhabitants of present Ghana had ancestors linked with the medieval Ghana, implying a geographical connection","Context: Some inhabitants of present Ghana had ancestors linked with the medieval Ghana. This can be traced down to the Mande and Voltaic people of Northern Ghana--Mamprussi, Dagomba and the Gonja, Context: Map of Ghana","1339, 1357",500 miles north,
Why do wolves howl?,"Wolves howl for communication. This can include coordinating hunting strategies, strengthening social bonds, or warning other packs to stay away from their territory. Pups in particular also bark-howl frequently to cry for attention, care, or","Context: . Such indiscriminate howling usually is intended for communication, and does not harm the wolf so early in its life.  Howling becomes less indiscriminate as wolves learn to distinguish howling pack members from rival wolves, Context: . Wolves bark-howl for the same reasons they normally bark. Generally, pups bark and bark-howl much more frequently than adults, using these vocalizations to cry for attention, care, or food. A lesser known sound is the rally","1067, 1069","Howling helps pack members keep in touch, allowing them to communicate effectively in thickly forested areas or over great distances. Howling also helps to call pack members to a specific location. Howling can also serve as a declaration of territory, as shown in a dominant wolf&apos;s tendency to respond to a human imitation of a ""rival"" wolf in an area the wolf considers its own. ",
Why is it beneficial for alpha males and females to forcefully prevent other wolves from mating?,"No, the context doesn't explicitly provide information on why it's beneficial. It only mentions that they ""may be forced"" to prevent other wolves from mating, implying some sort of social control or regulation, but no specific","Context: Generally, mating occurs between January and April â the higher the latitude, the later it occurs.  A pack usually produces a single litter unless the alpha male mates with one or more subordinate females, Context: . During this time, in fact, the alpha male and alpha female may be forced to prevent other wolves from mating with one another","1039, 1039",A pack can only suppport one littler per year,
What did Cleveland's opponents say in 1884 to counter his innocent image?,"Yes, they chanted ""Ma, Ma, where's my Pa?"" at Republican political rallies. This phrase was used as an unofficial campaign slogan to challenge and mock Cleveland's honest and innocent image due to a scandal","Context: . The derisive phrase ""Ma, Ma, where's my Pa?"", often chanted at Republican political rallies, rose as an unofficial campaign slogan for those who opposed him, Context: Some of Cleveland's actions were controversial with political factions","481, 474",That he had fathered an illegitimate child,
Who were Grover Cleveland's parents?,"No, the context does not provide information about Grover Cleveland's parents.","Context: By the time Wilson finished Congressional Government, Grover Cleveland was President, and Wilson had his faith in the United States government restored, Context: . Their children were Ruth Cleveland (1891-1904); Esther Cleveland (1893-1980); Marion Cleveland (1895-1977); Richard Folsom Cleveland (1897-1974); and Francis Grover Cleveland (1903-1995)","2144, 496","Cleveland was born in Caldwell, New Jersey to the Reverend Richard Cleveland and Anne Neal.",
"Did the team , sedating Cleveland with nitrous oxide -LRB- laughing gas -RRB- , not remove his upper left jaw and portions of his hard palate ?","Yes, according to the context, the team did remove his upper left jaw and portions of his hard palate while sedating him with nitrous oxide (laughing gas).","Context: . During another surgery, an orthodontist fitted Cleveland with a hard rubber prosthesis that corrected his speech and covered up the surgery, Context: . The team, sedating Cleveland with nitrous oxide (laughing gas), removed his upper left jaw and portions of his hard palate. The size of the tumor and the extent of the operation left Cleveland's mouth severely disfigured","519, 519",yes,
Did he not die at the age of 55 in Le Croisic ?,"Yes, Henri Becquerel died at the age of 55 in Le Croisic. The context states that this information pertains to the year of his death, 1908.","Context: In 1908, the year of his death, Becquerel was elected Permanent Secretary of the AcadÃ©mie des Sciences. He died at the age of 55 in Le Croisic, Context: In 1908, the year of his death, Becquerel was elected Permanent Secretary of the AcadÃ©mie des Sciences. He died at the age of 55 in Le Croisic","835, 835",Yes he died at the age of 55,
When did Islam become the dominant religion in Java and Sumatra?,"Yes, according to the context, Islam became the dominant religion in Java and Sumatra by the end of the 16th century. This is inferred from Ricklefs (1991), pages 3 to 14,","Context: Although Muslim traders first traveled through South East Asia early in the Islamic era, the earliest evidence of Islamized populations in Indonesia dates to the 13th century in northern Sumatra, Context: . Ricklefs (1991), pages 3 to 14  Other Indonesia areas gradually adopted Islam which became the dominant religion in Java and Sumatra by the end of the 16th century","766, 766",the end of the 16th century,
Is it true that indonesia has vast areas of wilderness?,"Yes, Indonesia does have vast areas of wilderness. This is because it has the world's second highest level of biodiversity, which requires large wild spaces to support this diversity.","Context: . The country is richly endowed with natural resources, yet poverty is a defining feature of contemporary Indonesia, Context: . Despite its large population and densely populated regions, Indonesia has vast areas of wilderness that support the world's second highest level of biodiversity","753, 753",yes,
Is it the world 's fourth most populous country and the most populous muslim-majority nation?,"Yes, Indonesia is the world's fourth most populous country with over 273 million people, as per the context. It is also the most populous Muslim-majority nation, with approximately 86% of its population being","Context: The Republic of Indonesia ( ) ( ), is a nation in Southeast Asia. Comprising 17,508 islands, it is the world's largest archipelagic state, Context: .    Although it is not an Islamic state, Indonesia is the world's most populous Muslim-majority nation, with almost 86% of Indonesians declared Muslim according to the 2000 census","751, 820",yes,
Did Monroe' wedding happen at the Trinity Church in New York?,"Yes, according to the context, James Monroe married Elizabeth Kortright on February 16, 1786 at the Trinity Church in New York.","Context: . James Monroe married Elizabeth Kortright on February 16, 1786 at the Trinity Church in New York, Context: . James Monroe married Elizabeth Kortright on February 16, 1786 at the Trinity Church in New York","2507, 2507",Yes,
In which years were John Monroe elected as President?,"Yes, in the election of 1816 and he was re-elected in 1820. This happened following the War of 1812 when Monroe ran nearly uncontested in both elections. Therefore,","Context: Following the War of 1812, Monroe was elected president in the election of 1816, and re-elected in 1820. In both those elections Monroe ran nearly uncontested, Context: Following the War of 1812, Monroe was elected president in the election of 1816, and re-elected in 1820. In both those elections Monroe ran nearly uncontested","2513, 2513",1817-1825,
What did James Monroe's letters not contain?,"James Monroe's letters did not contain discussions of his religious beliefs. This is stated explicitly in the context as we are told that ""He burned much of his correspondence with his wife, and no letters survive in which he might have discussed his religious","Context: ."" He burned much of his correspondence with his wife, and no letters survive in which he might have discussed his religious beliefs. Nor did his friends, family or associates write about his beliefs, Context: * Monroe, James. The Political Writings of James Monroe. James P. Lucier, ed. Regnery, 2002. 863 pp","2524, 2536",No letters survive in which he might have discussed his religious beliefs.,
Had Monroe racked up many debts during his years of public life ?,"Yes, based on the context, James Monroe had incurred many debts during his time in public service. This is stated explicitly in the text when it mentions that ""Monroe had racked up many debts during his years of","Context: . As a result, he was forced to sell off his Highland Plantation (now called Ash Lawn-Highland; it is owned by his alma mater, the College of William and Mary, which has opened it to the public), Context: Monroe had racked up many debts during his years of public life","2521, 2521",yes,
"Four years after opening his shop , Watt began what?","No, the context does not provide enough information to accurately answer this question. It is mentioned that four years after opening his shop, Watt had tried some business ventures that failed, but it's not specified what exactly he began at that time","Context: The best known examples of Egyptian companies that have expanded regionally and globally are the Orascom Group and Raya, Context: . He tried some business ventures, but they failed. Grant resigned from the Army with little advance notice on July 31, 1854, offering no explanation for his abrupt decision. Rumors persisted in the Army for years that his commanding officer, Bvt. Lt. Col","905, 1778","Watt began to experiment with steam after his friend, Professor John Robison, called his attention to it.",
Was Adams the first to introduce a bicameral legislature?,"No, the idea of a bicameral legislature was not introduced by John Adams. The context does mention that Massachusetts's new constitution structured its government on Adams's views, but it doesn't claim that he was the first to","Context: Massachusetts's new constitution, ratified in 1780 and written largely by Adams himself, structured its government most closely on his views of politics and society. Ronald M. Peters, Context: * Carey, George W., ed. The Political Writings of John Adams. (2001). Compilation of extracts from Adams's major political writings","666, 720",Yes.,
In what ways was Adams opposed by Anderw Hamilton?,"No, Andrew Hamilton did not openly oppose John Adams during the 1","Context: During the presidential campaign of 1796 Adams was the presidential candidate of the Federalist Party and Thomas Pinckney, the Governor of South Carolina, his running mate, Context: Adams wanted to secure approval from the people, and he saw his chance in the British/colonial conflict. He became well known for his essays and energetic resolutions against British taxation and regulation","675, 642",Hamilton wanted to control the army differently than Adams,
"The John Adams Library , housed at the Boston Public Library , contains what?","Yes, the John Adams Library in the Boston Public Library holds Adams's personal collection of over 3,500 volumes in eight languages, many of which contain his annotations. This information is explicitly stated in the context provided.","Context: * The  John Adams Library, housed at the Boston Public Library, contains Adams's personal collection of more than 3,500 volumes in eight languages, many of which are extensively annotated by Adams, Context: . Located at Library of Congress in Washington, D.C","723, 388","Adams's personal collection of more than 3,500 volumes",
"What do kangaroos use for ""crawl-walking?""","No, kangaroos don't crawl-walk. Young kangaroos, called joeys, are unable to hop and instead crawl inside their mother's pouch using their front limbs for movement. However,","Context: A kangaroo is a marsupial from the family Macropodidae (macropods, meaning 'large foot'), Context: . If pursued into the water, a large kangaroo may use its forepaws to hold the predator underwater so as to drown it.  Canadian Museum of Nature - Kangaroo URL accessed January 6, 2007","1722, 1746",its hind feet,
Do kangaroos eat plants?,"Yes, kangaroos do eat plants. The context indicates that different species of kangaroos consume various plant diets. For example, Eastern grey kangaroos primarily graze on a wide variety of grasses, while other species","Context: *By pulling down trees to eat leaves, breaking branches, and pulling out roots they create clearings in which new young trees and other vegetation grow to provide future nutrition for elephants and other organisms, Context: Different species of kangaroos eat different diets.  Eastern grey kangaroos are predominantly grazers eating a wide variety of grasses whereas some other species (e.g. red kangaroos and swamp wallabies) include significant amounts of shrubs in the diet","1261, 1741",yes,
What method is used by Kangaroos to travel?,"Yes, kangaroos move by using their powerful hind legs to jump, which is called hopping. This motion allows them to cover large distances quickly and efficiently. They can reach speeds up to 44 mph (70 km/","Context: * Aristotle wrote how everything moved, and must be moved by something, Context: A Tasmanian Forester (Eastern Grey) Kangaroo in motion","231, 1728",hopping,
Was the game of Marn grook played using a ball made from kangaroo by the Kurnai people ?,"Yes, the game of Marn grook was played using a ball made from kangaroo by the Kurnai people. This is explicitly stated in the context information provided.","Context: Before European settlement, the kangaroo was a very important animal for Australian Aborigines, for its meat, hide, bones and sinews. In addition, there were important Dreaming stories and ceremonies involving the kangaroo, Context: .  Aherrenge is a current kangaroo dreaming site in the Northern Territory. The game of Marn grook was played using a ball made from kangaroo  by the Kurnai people","1755, 1755",yes,
What is a hybrid animal resulting from a union between a leopard and a puma?,"Yes, a pumapard. It's a hybrid animal produced by breeding a leopard and a puma together. This term was introduced in the late 1890s and early 1900s when","Context: A pumapard is a hybrid animal resulting from a union between a leopard and a puma. Three sets of these hybrids were bred in the late 1890s and early 1900s by Carl Hagenbeck at his animal park in Hamburg, Germany. Most did not reach adulthood, Context: . One of these was purchased in 1898 by Berlin Zoo.  A similar hybrid in Berlin Zoo purchased from Carl Hagenbeck was a cross between a male leopard and a female puma","2485, 2485",a pumapard,
How long is a leopard's tail?,"The tail of a leopard, as per the provided context, reaches 60 to 110 cm. This measurement refers to the length of the tail from the body to the tip, making it a significant proportion of the leop","Context: A panther can be any of several species of large felid; in North America, the term refers to cougars, in South America, jaguars, and elsewhere, leopards, Context: .  Its body is comparatively long for a cat and its legs are short.  Head and body length is between 90 and 190 cm, the tail reaches 60 to 110cm. Shoulder height is 45 to 80 cm","2449, 2452",60 to 110cm,
Is the leopard solitary?,"Yes, leopards are solitary animals. This is stated in the context where it says that aside from mating, interactions between individuals appear to be infrequent. Additionally, aggressive encounters have been observed, indicating that they do not typically","Context: . IUCN/SSC Cat Specialist Group. IUCN, Gland, Switzerland. (see Panthera Pardus, pp. 24 â 29.)  Their diet consists mostly of ungulates and monkeys, but rodents, reptiles, amphibians, birds and fish are also eaten. Schaller, p, Context: The leopard is solitary and, aside from mating, interactions between individuals appear to be infrequent.  Aggressive enounters have been observed, however","2459, 2466",Yes,
Is the leopard an agile and graceful predator?,"Yes, leopards are agile and graceful predators. The context states that they move with grace and stealth, and also describes them as an agile predator.","Context: Graceful and stealthy, leopards are famous for their ability to go undetected, Context: The leopard is an agile and graceful predator. Although smaller than the other members of Panthera, the leopard is still able to take large prey given a massive skull that well utilizes powerful jaw muscles","2458, 2452",Yes,
What percentage of Liechtenstein's population is foreign-born?,"No, based on the context, we cannot determine the percentage of foreign-born individuals in Liechtenstein. The context only provides information about Finland's immigrant population.","Context: The share of immigrants in Finland is among the lowest of the European Union countries. Foreign citizens comprise only 2.3 percent of the population.    Most of them are from Russia, Estonia and Sweden, Context: . Many are not recorded at all, since they   do not have ID cards. International sources give higher figures than the official census( UNDP's Regional Bureau for Europe,  World Bank,  International Association for Official Statistics)","1610, 3102",two-thirds,
How many municipalities are within Oberland?,"Yes, there are five municipalities within Oberland. This is stated in the first sentence of the context where it says ""Five of them fall within the electoral district Unterland (the lower county), and the remainder within Oberland (the","Context: . Five of them fall within the electoral district Unterland (the lower county), and the remainder within Oberland (the upper county), Context: .   See also HTML excerpts:  population status reviews and  Table 1 summarizing polar bear population status per 2005","2842, 2594",6.,
The Historical Society of the Principality of Liechtenstein plays what?,The Historical Society of the Principality of Liechtenstein plays a role in preserving the culture and history of the country. This is inferred from the context as it mentions that the society is responsible for maintaining the cultural and historical aspects of,"Context: As a result of its small size Liechtenstein has been strongly affected by external cultural influences, most notably those originating in the southern German-speaking areas of Europe, including Austria, Bavaria, Switzerland, and Tyrol, Context: . The Historical Society of the Principality of Liechtenstein plays a role in preserving the culture and history of the country","2864, 2864",a role in preserving the culture and history of the country.,
