question,answer,contexts,contexts_ids,ground_truth,goldPassages
When did Coolidge meet and marry Grace Anna Goodhue?,"Yes, the context states that Coolidge met and married Grace Anna Goodhue in 1905.","Context: In 1905 Coolidge met and married Grace Anna Goodhue, a local schoolteacher and fellow Vermonter. They were opposites in personality: she was talkative and fun-loving, while Coolidge was quiet and serious, Context: In 1905 Coolidge met and married Grace Anna Goodhue, a local schoolteacher and fellow Vermonter. They were opposites in personality: she was talkative and fun-loving, while Coolidge was quiet and serious, Context: Calvin and Grace Coolidge, about 1918., Context: .   Coolidge Family Papers, 1802â1932, Vermont Historical Society Library. Retrieved on May 18, 2007  Coolidge received an honorary Doctor of Laws from Bates College in Lewiston, Maine., Context: Coolidge as an Amherst undergraduate","407, 407, 409, 456, 403",1905,
Where did Coolidge's grandfather had government offices?,"Yes, Coolidge's grandfather held local government offices in Plymouth. The context states that Coolidge's grandfather, Calvin Coolidge, held some local government offices in Plymouth.","Context: . Did he support these measures while president? No, because in the 1920s, such matters were considered the responsibilities of state and local governments."" Sobel, Robert.  Coolidge and American Business. John F. Kennedy Library and Museum, Context: Coolidge's grandfather, Calvin Coolidge, held some local government offices in Plymouth and was best remembered as a man with ""a fondness for practical jokes"". Fuess, 14  His grandmother, Sarah Brewer, was also of New England, Context: . Fuess, 12  Coolidge's great-great-grandfather, also named John Coolidge, was an American army officer in the American Revolution, and was one of the first selectmen of the town of Plymouth Notch. Fuess, 7  Most of Coolidge's ancestors were farmers, Context: . The more well-known Coolidges, such as architect Charles Allerton Coolidge, and diplomat Archibald Cary Coolidge, were descended from other branches of the family that had stayed in Massachusetts, Context: .   Coolidge Family Papers, 1802â1932, Vermont Historical Society Library. Retrieved on May 18, 2007  Coolidge received an honorary Doctor of Laws from Bates College in Lewiston, Maine.","442, 404, 402, 402, 456",Plymouth,
What fraternity was Coolidge a member of?,"Yes, Coolidge was a member of the Fraternity of Phi Gamma Delta. This information is explicitly stated in the context provided. The text mentions that ""At Amherst, Coolidge became a member of the Fraternity","Context: . At Amherst, Coolidge became a member of the Fraternity of Phi Gamma Delta and joined the College Republicans in 1892. White, 35  While there, Coolidge met Dwight Morrow, who would become a life-long friend, Context: Coolidge graduated from Black River Academy, Vermont, but failed his initial entrance exam to Amherst College.  Vermont Historical Society biography of Calvin Coolidge accessed December 6 2007  He spent one term at St, Context: Coolidge as an Amherst undergraduate, Context: * Wilson was a member of the Phi Kappa Psi fraternity., Context: . Did he support these measures while president? No, because in the 1920s, such matters were considered the responsibilities of state and local governments."" Sobel, Robert.  Coolidge and American Business. John F. Kennedy Library and Museum","405, 405, 403, 2232, 442",Phi Gamma Delta,
"In addition to Port Royal, where else did Samuel de Champlain establish a S08_settlement?","Yes, Samuel de Champlain established a settlement in Quebec City. This is stated in the second sentence of the context where it's mentioned that he established the first permanent European settlements at Port Royal in 1605 and Quebec City","Context: Pascal made himself an armorial emblem of an eye surrounded by a crown of thorns, with the inscription Scio cui credidiâ""I know whom I have believed."" Sainte-Beuve, Port-Royal, III, 173f.; Beard, Charles, Port-Royal, I 84, Context: .   His beliefs renewed, he set his mind to write his final, unfinished testament, the PensÃ©es., Context: French explorer Samuel de Champlain arrived in 1603 and established the first permanent European settlements at Port Royal in 1605 and Quebec City in 1608. These would become respectively the capitals of Acadia and Canada, Context: . Lawrence River valley, Acadians settled the present-day Maritimes, while French fur traders and Catholic missionaries explored the Great Lakes, Hudson Bay and the Mississippi watershed to Louisiana, Context: At his exit from the school in 1761, he initially took part in the survey for the British coastal charts, then was sent on mission to Martinique in 1764  to take part in the construction of the Fort Bourbon under the orders of the lieutenant-colonel of Rochemore, as the French colony was insulated in the middle of the English and Spanish possessions following the Seven Years' War","255, 255, 2280, 2280, 2664",Quebec City,
What is Canada's national unemployment rate?,The national unemployment rate of Canada is 5.9%. This is the lowest it has been in 33 years as of October 2007.,"Context: . Today Canada closely resembles the US in its market-oriented economic system, pattern of production, and high living standards.  While as of October 2007, Canada's national unemployment rate of 5.9% is its lowest in 33 years, Context: . Provincial unemployment rates vary from a low of 3.6% in Alberta to a high of 14.6% in Newfoundland and Labrador., Context: . Since the early 1990's, the Canadian economy has been growing rapidly with low unemployment and large government surpluses on the federal level, Context: . Provincial unemployment rates vary from a low of 3.6% in Alberta to a high of 14.6% in Newfoundland and Labrador., Context: The per capita GDP in 2006 was US$29,474.    As of September 2007, the unemployment rate is 1.7 percent, which is the lowest in a decade, having improved to around pre-Asian crisis level","2336, 2336, 2336, 2336, 2740","While as of October 2007, Canada's national unemployment rate of 5.9% is its lowest in 33 years. Provincial unemployment rates vary from a low of 3.6% in Alberta to a high of 14.6% in Newfoundland and Labrador. ",
How do cuba and declining participation relate?,"No, the context does not provide information on how Cuba and declining participation relate. The context only mentions that Canada has maintained full relations with Cuba and declined participation in the Iraq War, but it does not explain how these two facts are related.","Context: . ownership of the island would urge nearby Cuba to abandon slavery. The Senate refused to ratify it because of (Foreign Relations Committee Chairman) Senator Charles Sumner's strong opposition, Context: Canada and the United States share the world's longest undefended border, co-operate on military campaigns and exercises, and are each other's largest trading partners, Context: . Canada has nevertheless maintained an independent foreign policy, most notably maintaining full relations with Cuba and declining participation in the Iraq War, Context: . Such examples are the condemnation of the Soviet-led 1968 invasion of Czechoslovakia (being the only Warsaw Pact country not to take part in the invasion), the continuation of diplomatic relations with Israel after the Six-Day War of 1967 (again, the only Warsaw Pact country to do so), the establishment of economic (1963) and diplomatic (1967) relations with the Federal Republic of Germany, and so forth, Context: Britain, with its powerful navy, also opposed re-conquest of Latin America and suggested that the United States join in proclaiming ""hands off","1828, 2310, 2310, 3087, 2517",Canada maintains full relations with both.,
Did continental European immigrants not S08_settle the prairies ?,"No, they did settle the prairies. The context states: ""Under Liberal Prime Minister Wilfrid Laurier, continental European immigrants settled the prairies, and Alberta and Saskatchewan became provinces in","Context: A satellite composite image of Canada. Boreal forests prevail on the rocky Canadian Shield. Ice and tundra are prominent in the Arctic. Glaciers are visible in the Canadian Rockies and Coast Mountains. Flat and fertile Prairies facilitate agriculture, Context: . Under Liberal Prime Minister Wilfrid Laurier, continental European immigrants settled the prairies, and Alberta and Saskatchewan became provinces in 1905., Context: . Under Liberal Prime Minister Wilfrid Laurier, continental European immigrants settled the prairies, and Alberta and Saskatchewan became provinces in 1905., Context: Traditionally humans held a distasteful view of wolves, a creature they feared. It was also often accentuated in European folklore beginning in the Christian era. Settlers brought this view with them as they settled North America, Context: . This area was at the time considered the ""frontier."" The name ""Abraham"" was chosen to commemorate his grandfather, who was killed in an American Indian raid in 1786","2325, 2290, 2290, 1108, 282",no,
Who is Daffy Duck?,"Yes, Daffy Duck is a well-known silly cartoon character duck. He appears in various fictional works, including animated films and comics. His humorous portrayal contributes to the general perception of ducks as funny","Context: . Of the many ducks in fiction, many are silly cartoon characters like Daffy Duck (see the New Scientist article  mentioning humor in the word ""duck"")., Context: In 2002, psychologist Richard Wiseman and colleagues at the University of Hertfordshire (UK) finished a year-long LaughLab experiment, concluding that, of the animals in the world, the duck is the type that attracts most humor and silliness; he said ""If you're going to tell a joke involving an animal, make it a duck, Context: The expression ""quacks like a duck"" is sometimes a short form for ""It looks like a duck, it quacks like a duck, it swims like a duck, so it's a duck."", used as proverbial to counter abstruse arguments that something is not what it appears to be., Context: in some silent cartoons. a picture of a duck is used to say ""heads up""., Context: . Of the many ducks in fiction, many are silly cartoon characters like Daffy Duck (see the New Scientist article  mentioning humor in the word ""duck"").","3189, 3189, 3192, 3191, 3189",A silly cartoon character,
What are some common predators of ducks?,"Yes, there are several common predators of ducks. Ducklings are vulnerable to avian hunters, large fish like pike and muskie, crocodilians, and certain fish-eating birds such as herons. Adult d","Context: . Ducklings are particularly vulnerable, since their inability to fly makes them easy prey not only for avian hunters but also large fish like pike, crocodilians,  and other aquatic hunters, including fish-eating birds such as herons, Context: Adult ducks are fast fliers, but may be caught on the water by large aquatic predators. This can occasionally include fish such as the muskie in North America or the pike in Europe, Context: A worldwide group like the ducks has many predators, Context: Adult ducks are fast fliers, but may be caught on the water by large aquatic predators. This can occasionally include fish such as the muskie in North America or the pike in Europe, Context: Ducks have become an accepted presence in populated areas. Migration patterns have changed such that many species remain in an area during the winter months","3175, 3176, 3175, 3176, 3187","Pike, crocodilians, herons, hawks and eagles.",
What expression is part of a conceptual framework for testing computer systems?,"Yes, the expression ""If it looks like a duck, swims like a duck, and quacks like a duck, then it probably is a duck"" is part of a conceptual framework for testing computer systems. This framework, known as the","Context: The expression is part of a conceptual framework for testing (see Duck test) of some computer systems, Context: The expression is part of a conceptual framework for testing (see Duck test) of some computer systems, Context: . In a sense, this usage results from a need for 'behavioral' analysis of an entity (virtual or otherwise) in an attempt to know what it is or whether it is what is 'claimed' of it (by itself or another), Context: . One can even argue several philosophical points (see Operational definition), Context: Java","3193, 3193, 3193, 3193, 789",Quacks like a duck,
Are there a large number of Jews living in Egypt today?,"No, there are not a large number of Jews living in Egypt today. This is because a steady stream of migration of Egyptian Jews followed after the Six-Day War with Israel in 1967, and today, Jews in Egypt number less","Context: . A steady stream of migration of Egyptian Jews followed, reaching a peak after the Six-Day War with Israel in 1967. Today, Jews in Egypt number less than 500. Jewish Community Council (JCC) of Cairo.  Bassatine News. 2006., Context: . A steady stream of migration of Egyptian Jews followed, reaching a peak after the Six-Day War with Israel in 1967. Today, Jews in Egypt number less than 500. Jewish Community Council (JCC) of Cairo.  Bassatine News. 2006., Context: Egypt was once home to one of the oldest Jewish communities in the world, Context: .  The once-vibrant Jewish community in Egypt has virtually disappeared, with only a small number remaining in the country, but many Egyptian Jews visit on religious occasions and for tourism, Context: Egyptians are by far the largest ethnic group in Egypt at 94% (about 72.5 million) of the total population","918, 918, 918, 909, 908",no,
Does snow fall in Egypt?,"Yes, snow does fall in Egypt. The context mentions that it has snowed in 1913, 1918, 1963, 1989, 1992, and","Context: . On a very thin strip of the northern coast the rainfall can be as high as  , all between November and March. Snow falls on Sinai's mountains and some of the north coastal cities such as Damietta, Baltim, Sidi Barrany, etc, Context: Precipitations are average over 750 mm per year only on the highest western mountains - much of it falling as snow which allows for an extensive skiing industry, Context: . and rarely in Alexandria, frost is also known in mid-Sinai and mid-Egypt., Context: Egypt receives the least rainfall in the world. South of Cairo, rainfall averages only around 2 to 5 mm (0.1 to 0.2 in) per year and at intervals of many years, Context: . Although snow is not very common, it snowed in 1913, 1918, 1963, 1989, 1992, and 2007.","944, 3101, 944, 944, 33",Yes.,
How much do elephants weight at birth?,"Yes, according to the context, elephants weigh about 113 kg (250 lb) at birth.","Context: After a twenty-two-month pregnancy, the mother will give birth to a calf that will weigh about 113 kg (250 lb) and stand over 76 cm (2.5 ft) tall. Elephants have a very long childhood. They are born with fewer survival instincts than many other animals, Context: The harvest of elephants, both legal and illegal, has had some unexpected consequences on elephant anatomy as well, Context: Elephants are mammals, and the largest land animals alive today.    The elephant's gestation period is 22 months, the longest of any land animal. At birth it is common for an elephant calf to weigh 120 kilograms (265 lb), Context: . The Forest Elephant can weigh up to 4,500 kg (10,000 lb) and stand about 3 m (10 ft) tall. Much less is known about these animals than their savanna cousins because environmental and political obstacles make them difficult to study, Context: . The ratio of an elephant's mass to the surface area of its skin is many times that of a human. Elephants have even been observed lifting up their legs to expose the soles of their feet, presumably in an effort to expose more skin to the air","1257, 1273, 1177, 1193, 1227",120 kilograms,
What are the elephant's ears important for?,"Yes, elephant ears are important for temperature regulation and hearing. They have a thin layer of skin stretched over cartilage and a rich network of blood vessels. When the hot blood enters the ears, it can be cooled down by as much","Context: The ears are also used in certain displays of aggression and during the males' mating period. If an elephant wants to intimidate a predator or rival, it will spread its ears out wide to make itself look more massive and imposing, Context: The large flapping ears of an elephant are also very important for temperature regulation. Elephant ears are made of a very thin layer of skin stretched over cartilage and a rich network of blood vessels, Context: . The hot blood entering the ears can be cooled as much as ten degrees Fahrenheit before returning to the body. Differences in the ear sizes of African and Asian elephants can be explained, in part, by their geographical distribution, Context: The large flapping ears of an elephant are also very important for temperature regulation. Elephant ears are made of a very thin layer of skin stretched over cartilage and a rich network of blood vessels, Context: Elephants have well innervated trunks, and an exceptional sense of hearing and smell","1235, 1234, 1234, 1234, 1243",temperature regulation,
What land animal is larger than an elephant?,"No, there is no land animal larger than an elephant. Elephants are the largest land animals in the world. This information is supported by the context given.","Context: . In fact, it is the largest land animal in the world, standing up to 4 m (13 ft) at the shoulder and weighing approximately 7,000 kg (7.7 tons). The average male stands about 3 m (10 ft) tall at the shoulder and weighs about 5500â6000 kg (6.1â6, Context: Elephants are mammals, and the largest land animals alive today.    The elephant's gestation period is 22 months, the longest of any land animal. At birth it is common for an elephant calf to weigh 120 kilograms (265 lb), Context: Elephants are mammals, and the largest land animals alive today.    The elephant's gestation period is 22 months, the longest of any land animal. At birth it is common for an elephant calf to weigh 120 kilograms (265 lb), Context: African elephants, at up to 4 m (13 ft 1 in) tall and weighing 7500 kg (8.27 short tons), are usually  larger than the Asian species and they have bigger ears, Context: .  An elephant may live as long as 70 years, sometimes longer. The largest elephant ever recorded was shot in Angola in 1956. This male weighed about 12,000 kg (26,400 lb),    with a shoulder height of 4.2 m (13","1192, 1177, 1177, 1182, 1177","None, the elephant is the largest land animal.",
Name an animal that is growing in number due to recent conservation efforts,"Yes, the African elephant is growing in number due to recent conservation efforts. This increase is mainly a result of careful conservation and the establishment of vast national parks in the 2000s.","Context: . However, their numbers have increased again in the 2000s, mainly as a result of careful conservation and the establishment of vast national parks., Context: The threat to the African elephant presented by the ivory trade is unique to the species. Larger, long-lived, slow-breeding animals, like the elephant, are more susceptible to overhunting than other animals, Context: Due to hunting and persecution in history, many animals such as the Golden Eagle, Brown Bear and Eurasian Lynx all experienced significant declines in population, Context: . However, their numbers have increased again in the 2000s, mainly as a result of careful conservation and the establishment of vast national parks., Context: Starting from the 1970s, political debates began favouring the increase in wolf populations. A new investigation began in the early 1980s, in which it was estimated that there were now approximately 220-240 animals and growing","1589, 1265, 1589, 1589, 1130","Golden Eagle, Brown Bear, or Eurasian Lynx (Change imperative to interrogative)",
Where is Finland located?,"Yes, Finland is a Northern European nation. It's situated between the Baltic Sea, Sweden, Russia, and Norway. The country is known for its thousands of lakes and islands, with the Saimaa lake being one of the largest","Context: [[Image:Finland 1996 CIA map.jpg|thumb|upright|Detailed map of Finland.  See also:  Atlas of Finland]], Context: . This exquisite spectacle draws people from around the globe, particularly from Japan., Context: Finland is a country of thousands of lakes and islands; 187,888 lakes (larger than 500 mÂ²) and 179,584 islands to be precise.    One of these lakes, Saimaa, is the fifth largest in Europe, Context: . The Finnish landscape is mostly flat with few hills and its highest point, the Halti at 1,324 metres, is found in the extreme north of Lapland at the border between Finland and Norway., Context: Provinces of Finland","1579, 1672, 1580, 1580, 1592",Northern Europe,
Do women live longer than men?,"Yes, according to the context, women have a higher life expectancy (82 years) compared to men (75 years).","Context: The life expectancy is 82 years for women and 75 years for men., Context: Cleveland was a stout opponent of the women's suffrage (voting) movement.  In a 1905 article in The Ladies Home Journal, Cleveland wrote, ""Sensible and responsible women do not want to vote, Context: Liechtensteiners have an average life expectancy at birth of 79.68 years (76.1 years for males; 83.28 years for females). The infant mortality rate is 4.64 deaths per 1,000 live births, according to recent estimates, Context: The life expectancy is 82 years for women and 75 years for men., Context: . In the few cases when an adult was killed, it was almost always a woman. In nearly all cases, only a single victim was injured in each attack, although the victim was with 2 3 other people in a few cases","1623, 512, 2854, 1623, 1136",Yes,
Who did Ford nominate for Vice President?,"Yes, Ford nominated Nelson Rockefeller for Vice President. This is stated in the context when it mentions that ""On August 20 Ford nominated former New York Governor Nelson Rockefeller to fill the vice presidency he had vac","Context: The Fords and the Nixons in the White House Blue Room following President Nixon's nomination of Ford to be Vice President, October 1973, Context: The Fords and the Nixons in the White House Blue Room following President Nixon's nomination of Ford to be Vice President, October 1973, Context: . Ford noted the peculiarity of his position: ""I am acutely aware that you have not elected me as your president by your ballots, and so I ask you to confirm me as your president with your prayers, Context: .""    On August 20 Ford nominated former New York Governor Nelson Rockefeller to fill the vice presidency he had vacated. Rockefeller was confirmed by the House and Senate., Context: Ford's tenure as Vice President was little noted by the media. Instead, reporters were preoccupied by the continuing revelations about criminal acts during the 1972 presidential election and allegations of cover-ups within the White House","2036, 2036, 2041, 2041, 2038",Bob Dole,
How many Eagle Scouts were involved in Ford's funeral procession?,"About 400 Eagle Scouts were involved in Ford's funeral procession. This is stated explicitly in the context as it was mentioned that ""About 400 Eagle Scouts were part of the funeral procession.""","Context: .    Scouting was so important to Ford that his family asked that Scouts participate in his funeral, Context: . About 400 Eagle Scouts were part of the funeral procession, where they formed an honor guard as the casket went by in front of the museum, and served as ushers., Context: .     In subsequent years, Ford received the Distinguished Eagle Scout Award in May 1970 and Silver Buffalo Award from the Boy Scouts of America. He is the only US president who was an Eagle Scout, Context: Ford joined the Boy Scouts of America, and attained that program's highest rank, Eagle Scout. He always regarded this as one of his proudest accomplishments, even after attaining the White House, Context: . About 400 Eagle Scouts were part of the funeral procession, where they formed an honor guard as the casket went by in front of the museum, and served as ushers.","2001, 2001, 2001, 2001, 2001",400,
Is Ford one of only four former Presidents to live to 90 or more years of age ?,"Yes, based on the context, Gerald Ford is one of the four former U.S. Presidents who lived to be 90 years old or more. The others are Ronald Reagan, John Adams, and Herbert Hoover.","Context: *Ford is one of only four former Presidents to live to 90 or more years of age. The others are Ronald Reagan (93), John Adams (90) and Herbert Hoover (90)., Context: *Ford is one of only four former Presidents to live to 90 or more years of age. The others are Ronald Reagan (93), John Adams (90) and Herbert Hoover (90)., Context: *Ford was the third longest lived Vice President at the age of 93. The two oldest were John Nance Garner, 98, and Levi P. Morton, 96., Context: .  The record is currently held by former President Gerald Ford, who served less than one term, and who died December 26, 2006 at 93 years, 165 days., Context: *Ford was the last surviving member of the Warren Commission. Wilson, Jeff.  Former President Gerald Ford Dies at 93. Associated Press. December 27, 2006. Also available  here.  Retrieved on December 31, 2006.","2103, 2103, 2099, 702, 2102",Yes.,
